Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2013","2013","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2763","Pelagic Fish","2014","2014","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2763","Pelagic Fish","2014","2014","1000 t","8.83","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2763","Pelagic Fish","2014","2014","1000 t","8.83","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2014","2014","g/cap/d","0.16","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2763","Pelagic Fish","2015","2015","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2763","Pelagic Fish","2015","2015","1000 t","3.96","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2763","Pelagic Fish","2015","2015","1000 t","3.94","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2015","2015","g/cap/d","0.07","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2763","Pelagic Fish","2016","2016","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2763","Pelagic Fish","2016","2016","1000 t","5.47","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2763","Pelagic Fish","2016","2016","1000 t","5.47","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2016","2016","g/cap/d","0.1","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2763","Pelagic Fish","2017","2017","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2763","Pelagic Fish","2017","2017","1000 t","4.84","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2763","Pelagic Fish","2017","2017","1000 t","4.84","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2017","2017","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2763","Pelagic Fish","2018","2018","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2763","Pelagic Fish","2018","2018","1000 t","5.23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2763","Pelagic Fish","2018","2018","1000 t","5.23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2018","2018","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2763","Pelagic Fish","2019","2019","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2763","Pelagic Fish","2019","2019","1000 t","6.84","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2763","Pelagic Fish","2019","2019","1000 t","6.84","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2019","2019","g/cap/d","0.12","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2763","Pelagic Fish","2020","2020","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2763","Pelagic Fish","2020","2020","1000 t","7.75","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2763","Pelagic Fish","2020","2020","1000 t","7.75","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2020","2020","g/cap/d","0.13","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2763","Pelagic Fish","2021","2021","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2763","Pelagic Fish","2021","2021","1000 t","5.6","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2763","Pelagic Fish","2021","2021","1000 t","5.6","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2021","2021","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2763","Pelagic Fish","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2763","Pelagic Fish","2022","2022","1000 t","5.6","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2763","Pelagic Fish","2022","2022","1000 t","5.6","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2763","Pelagic Fish","2022","2022","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2010","2010","1000 t","64","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2010","2010","1000 t","2.21","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2010","2010","1000 t","61.85","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2010","2010","g/cap/d","2.4","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2011","2011","1000 t","71.57","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2011","2011","1000 t","3.43","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2011","2011","1000 t","71.38","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2011","2011","g/cap/d","2.75","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2012","2012","1000 t","73.27","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2012","2012","1000 t","2.77","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2012","2012","1000 t","72.52","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2012","2012","g/cap/d","2.76","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2013","2013","1000 t","79.05","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2013","2013","1000 t","1.71","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2013","2013","1000 t","77.79","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2013","2013","g/cap/d","2.93","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2014","2014","1000 t","79.58","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2014","2014","1000 t","6.76","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2014","2014","1000 t","83.55","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2014","2014","g/cap/d","2.9","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2015","2015","1000 t","88.29","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2015","2015","1000 t","3.72","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2015","2015","1000 t","88.4","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2015","2015","g/cap/d","2.9","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2016","2016","1000 t","88.36","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2016","2016","1000 t","4.95","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2016","2016","1000 t","90.97","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2016","2016","g/cap/d","3.28","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2017","2017","1000 t","92.58","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2017","2017","1000 t","5.4","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2017","2017","1000 t","94.98","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2017","2017","g/cap/d","3.37","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2018","2018","1000 t","92.57","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2018","2018","1000 t","3.53","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2018","2018","1000 t","81.54","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2018","2018","g/cap/d","2.86","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2019","2019","1000 t","96.58","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2019","2019","1000 t","6.06","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2019","2019","1000 t","109.7","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2019","2019","g/cap/d","3.82","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2020","2020","1000 t","97.03","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2020","2020","1000 t","7.84","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2020","2020","1000 t","101.27","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2020","2020","g/cap/d","3.47","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2021","2021","1000 t","98.81","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2021","2021","1000 t","28.75","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2021","2021","1000 t","124.22","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2021","2021","g/cap/d","4.16","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2764","Marine Fish, Other","2022","2022","1000 t","98.81","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2764","Marine Fish, Other","2022","2022","1000 t","28.75","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2764","Marine Fish, Other","2022","2022","1000 t","124.22","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2764","Marine Fish, Other","2022","2022","g/cap/d","4.12","E","Estimated value",""
