hhid,province,qty_rice_harvested,area_rice_harvested
HID562782,Banteay Meanchey,1000,2
HID562804,Banteay Meanchey,5000,1.5
HID562808,Kampot,2300,1
HID562984,,0,0
HID563029,Preah Vihear,0,0
HID563044,Siem Reap,0,0
HID563095,Mondul Kiri,2500,2
HID563119,Pursat,35000,6.5
HID563180,Kampong Cham,600,.4
HID563201,Siem Reap,14000,12
HID563226,Banteay Meanchey,1300,1
HID563325,Kandal,0,0
HID563381,Prey Veng,3360,1.38
HID563392,Prey Veng,0,0
HID563419,Siem Reap,1000,1
HID563523,Pursat,800,1
HID563692,Battambang,0,0
HID563749,Kampong Chhnang,440,.25
HID563816,Kandal,0,0
HID564045,Kampot,250,.2
HID564116,Phnom Penh,0,0
HID564128,Banteay Meanchey,21000,8.5
HID564265,Kampong Cham,0,0
HID564267,Stung Treng,0,0
HID564387,Kampong Cham,4500,1.5
HID564489,Prey Veng,1500,.95
HID564547,Banteay Meanchey,0,0
HID564559,Prey Veng,9000,3
HID564638,Kampot,6000,5
HID564674,Pursat,1000,1.5
HID564783,Battambang,6000,2.5
HID565052,Kampong Cham,4000,.8
HID565163,Tboung Khmum,0,0
HID565238,Siem Reap,0,0
HID565251,Kandal,0,0
HID565292,Kampong Thom,660,.7
HID565355,Svay Rieng,7500,2.79
HID565384,Kampong Speu,1100,.16
HID565419,Svay Rieng,3000,1.8
HID565500,Takeo,600,.2
HID565547,Prey Veng,3500,3
HID565655,Kampong Chhnang,600,4.9102
HID565682,Prey Veng,0,0
HID565800,Takeo,0,0
HID565847,Phnom Penh,0,0
HID566091,Kampong Thom,3000,.57
HID566123,Kratie,0,0
HID566156,Kampong Chhnang,1500,1.05
HID566381,Siem Reap,0,0
HID566391,Otdar Meanchey,5000,3
HID566403,Phnom Penh,200,.1
HID566461,Kampong Thom,0,0
HID566510,Tboung Khmum,0,0
HID566600,Phnom Penh,480,.7
HID566643,Takeo,0,0
HID566703,Kampong Cham,1050,.7
HID566750,Siem Reap,0,0
HID566786,Koh Kong,0,0
HID566937,Ratanak Kiri,0,0
HID566986,Kampong Chhnang,3000,1
HID567015,Kampong Cham,280,.3
HID567221,Banteay Meanchey,50000,26
HID567265,Pursat,0,0
HID567291,Kampot,420,.2
HID567345,Banteay Meanchey,6000,3
HID567434,Preah Vihear,3000,2.5
HID567563,Kratie,3500,2
HID567566,Kampong Cham,0,0
HID567837,Pursat,3000,1.62
HID568027,Takeo,1500,.5
HID568110,Svay Rieng,9750,2.67
HID568129,Takeo,0,0
HID568147,Prey Veng,0,0
HID568335,Pailin,0,0
HID568394,Prey Veng,1000,.18
HID568406,Kandal,0,0
HID568490,Kampong Speu,2500,1
HID568611,Prey Veng,0,0
HID568796,Svay Rieng,1750,1
HID568927,Prey Veng,2000,1
HID569118,Battambang,3000,.96
HID569161,Prey Veng,0,0
HID569192,Banteay Meanchey,0,0
HID569313,Koh Kong,0,0
HID569334,Svay Rieng,2250,.58
HID569380,Prey Veng,3000,.5
HID569399,Battambang,0,0
HID569453,Svay Rieng,1000,.5
HID569466,Mondul Kiri,0,0
HID569562,Pursat,1500,1.1
HID569607,Kampot,935,.3675
HID569665,Siem Reap,0,0
HID569666,Kampong Cham,5000,2
HID569780,Prey Veng,0,0
HID569876,Svay Rieng,1000,.7
HID569993,Battambang,0,0
HID570027,Prey Veng,2500,.9
HID570068,Tboung Khmum,2100,.9
HID570094,Pursat,0,0
HID570202,Prey Veng,72775,24
HID570225,Kampong Thom,1500,2
HID570287,Pursat,150,.5
HID570314,Kandal,0,0
HID570342,Prey Veng,3000,3.3
HID570705,Kampong Speu,0,0
HID570857,Prey Veng,0,0
HID570881,Kampot,330,.35
HID570934,Otdar Meanchey,1000,1.5
HID570999,Siem Reap,500,.5
HID571006,Prey Veng,300,.2
HID571064,Ratanak Kiri,1750,1
HID571184,Kandal,250,.38
HID571215,Kampong Thom,900,.5
HID571283,Kampong Chhnang,1500,.5
HID571320,Otdar Meanchey,0,0
HID571585,Banteay Meanchey,3500,3.5
HID571591,Banteay Meanchey,1000,1.96
HID571619,Kandal,0,0
HID571671,Kandal,0,0
HID571691,Kampong Chhnang,1500,1.24
HID571701,Kampong Cham,3200,.8
HID571717,Battambang,0,0
HID571749,,0,0
HID571820,Kampong Thom,2500,1.5
HID571861,Kandal,1800,1
HID571874,Battambang,500,2
HID571908,Kampong Thom,720,1
HID571925,Takeo,1620,.33
HID571955,Kampong Chhnang,0,0
HID571965,Kampong Speu,1360,.51
HID572001,Kandal,0,0
HID572022,Kampong Chhnang,10000,1.7
HID572104,Koh Kong,1500,.5
HID572178,Svay Rieng,5060,2.25
HID572232,Kampong Cham,1050,.4
HID572254,Kampong Chhnang,380,.076
HID572359,Takeo,9800,1.68
HID572431,Siem Reap,1000,.5
HID572439,Kampong Chhnang,0,0
HID572454,Kampong Thom,0,0
HID572518,Kampong Thom,0,0
HID572643,Prey Veng,6000,1.52
HID572705,Banteay Meanchey,0,0
HID572736,Kampong Cham,0,0
HID572811,Tboung Khmum,0,0
HID572836,Kandal,0,0
HID572880,Siem Reap,4000,2.04
HID572906,Kandal,1200,.6
HID572952,Tboung Khmum,0,0
HID573085,Kampong Speu,4500,1.83
HID573126,Kratie,0,0
HID573216,Kampong Speu,240,.2
HID573352,Pursat,280,.5
HID573423,Kep,2750,1.3024
HID573502,Kampong Thom,560,.5
HID573708,Kampot,1000,.64
HID573819,Kampong Thom,3000,3.5
HID573948,Stung Treng,2240,1.5
HID574085,Pursat,0,0
HID574100,Banteay Meanchey,1500,.16
HID574171,Battambang,80000,18
HID574221,Kep,400,.052
HID574308,Svay Rieng,2400,1.79
HID574332,Banteay Meanchey,1000,2
HID574443,Kampong Speu,1200,1
HID574451,Kampong Cham,300,.25
HID574507,Tboung Khmum,6000,2
HID574680,Battambang,4500,2
HID574778,Siem Reap,16000,4
HID574780,Kampong Chhnang,20000,2.95
HID574944,Pursat,300,1
HID574976,Takeo,1380,.57
HID575148,Kampong Chhnang,0,0
HID575244,Siem Reap,0,0
HID575310,Takeo,0,0
HID575311,Kandal,2500,.4
HID575320,Takeo,450,.1
HID575333,Takeo,2000,.5
HID575376,Kampong Thom,1500,.8
HID575486,Siem Reap,0,0
HID575558,Kampong Speu,700,.2
HID575741,Prey Veng,4200,1.25
HID575771,Prey Veng,4500,.97
HID575834,Kampot,0,0
HID575847,Kandal,0,0
HID575851,Kratie,0,0
HID575883,Kampong Chhnang,1500,.5
HID575913,Siem Reap,1000,1
HID576002,Kandal,0,0
HID576012,Prey Veng,800,.3
HID576019,Kandal,0,0
HID576043,Kampong Speu,1000,.33
HID576055,Tboung Khmum,0,0
HID576476,Siem Reap,0,0
HID576500,Siem Reap,2500,1.35
HID576577,Banteay Meanchey,1500,1.5
HID576599,Pursat,1160,1.75
HID576757,Phnom Penh,2900,.58
HID576790,Takeo,1900,.75
HID576804,Banteay Meanchey,800,.7
HID576947,Kratie,500,.15
HID577026,Kandal,0,0
HID577031,Prey Veng,0,0
HID577097,Kampong Chhnang,0,0
HID577234,Pursat,0,0
HID577337,Banteay Meanchey,0,0
HID577392,Siem Reap,20000,4
HID577432,Kandal,0,0
HID577625,Tboung Khmum,0,0
HID577639,Siem Reap,1000,1
HID577801,Siem Reap,0,0
HID577814,Banteay Meanchey,0,0
HID577962,Takeo,1800,.7
HID578113,Svay Rieng,2460,.8
HID578143,Takeo,7310,2
HID578162,Stung Treng,0,0
HID578178,Takeo,8000,.8
HID578262,Siem Reap,500,.5
HID578502,Svay Rieng,0,0
HID578621,Otdar Meanchey,3000,2
HID578634,Kratie,0,0
HID578687,Kampong Speu,1500,.7
HID578927,Kampong Thom,675,.245
HID578953,Prey Veng,5500,1.5
HID579017,Kratie,3500,.9
HID579178,Kampong Chhnang,5000,1.5
HID579260,Preah Vihear,2280,.5
HID579304,Banteay Meanchey,75725,26
HID579370,Kampong Thom,5500,2.2
HID579434,Svay Rieng,0,0
HID579506,Otdar Meanchey,1500,1
HID579635,Kampong Speu,1700,1.12
HID579646,Battambang,0,0
HID579887,Banteay Meanchey,1000,.5
HID580017,Kampong Speu,0,0
HID580157,Siem Reap,0,0
HID580193,Kampong Speu,500,.2
HID580303,Svay Rieng,1950,1.54
HID580382,Banteay Meanchey,6000,2.7
HID580431,Stung Treng,0,0
HID580478,Siem Reap,500,.5
HID580715,Kratie,1500,.3
HID580777,Kampong Cham,600,.6
HID580925,Kratie,1500,1
HID581070,Banteay Meanchey,8000,1.8
HID581136,Banteay Meanchey,0,0
HID581169,Prey Veng,5000,1.2
HID581265,Koh Kong,0,0
HID581296,Tboung Khmum,0,0
HID581310,Tboung Khmum,1325,1
HID581451,Kampot,3000,.635
HID581452,Tboung Khmum,0,0
HID581457,Pailin,0,0
HID581497,Siem Reap,3000,1
HID581537,Kep,1750,.53
HID581710,Tboung Khmum,0,0
HID581862,Kampong Cham,0,0
HID581920,Svay Rieng,1500,.6
HID581925,Tboung Khmum,0,0
HID581929,Kampot,900,.75
HID582151,Ratanak Kiri,0,0
HID582338,Tboung Khmum,1000,.3
HID582357,Prey Veng,0,0
HID582392,Siem Reap,2500,1
HID582520,Prey Veng,4500,1.5
HID582558,Svay Rieng,500,.26
HID582585,Banteay Meanchey,2500,.8
HID582624,Prey Veng,9600,1.2
HID582660,Phnom Penh,0,0
HID582778,Svay Rieng,990,.3
HID582824,Prey Veng,1000,.7
HID582996,Ratanak Kiri,0,0
HID583025,Kampong Speu,350,.2
HID583037,Phnom Penh,480,.19
HID583087,Tboung Khmum,2400,1
HID583093,Kampong Cham,0,0
HID583311,Prey Veng,1700,.4
HID583343,Prey Veng,56000,4
HID583353,Kampot,3500,1.2
HID583400,Battambang,1500,2
HID583438,Kandal,15000,3
HID583577,Preah Sihanouk,0,0
HID583592,Preah Sihanouk,1800,.5
HID583827,Siem Reap,600,1
HID583839,Kampong Cham,400,.1
HID583878,Banteay Meanchey,3000,2.5
HID583974,Siem Reap,0,0
HID584137,Prey Veng,7000,1.4
HID584174,Takeo,3480,2.5
HID584225,Siem Reap,0,0
HID584235,Tboung Khmum,500,.26
HID584254,Kampong Speu,0,0
HID584256,Kratie,2000,1
HID584349,Kampot,0,0
HID584374,Banteay Meanchey,5000,2
HID584393,Battambang,30000,8
HID584586,Battambang,0,0
HID584635,Takeo,3500,1.46
HID584789,Siem Reap,20000,5
HID584796,Tboung Khmum,1600,.8
HID584824,Kampong Speu,1200,.43
HID584931,Phnom Penh,1530,.68
HID585067,Siem Reap,600,.4
HID585195,Kampong Chhnang,2400,.63
HID585335,Pursat,1500,.47
HID585375,Kampot,0,0
HID585434,Ratanak Kiri,0,0
HID585451,Kampong Speu,1200,.7
HID585526,Kampong Thom,0,0
HID585584,Prey Veng,3000,.67
HID585773,Kampong Cham,0,0
HID585779,Prey Veng,0,0
HID585919,Prey Veng,3500,.8
HID585936,Kratie,0,0
HID585955,Banteay Meanchey,0,0
HID585977,Kampong Cham,1400,.96
HID586020,Kratie,6600,1.5
HID586084,Stung Treng,1700,1
HID586114,Takeo,1575,.45
HID586324,Prey Veng,0,0
HID586379,Banteay Meanchey,3000,1.3
HID586421,Pailin,0,0
HID586426,Kampong Speu,180,.09
HID586493,Kampong Thom,800,1
HID586509,Preah Vihear,500,1
HID586516,Kratie,250,1.1
HID586549,Siem Reap,3000,1.3832
HID586551,Kampong Thom,1000,1
HID586591,Prey Veng,23000,4.5
HID586672,Kratie,1500,1.5
HID586759,Kandal,0,0
HID586785,Takeo,20,.0035
HID586960,Kampong Cham,0,0
HID587086,Svay Rieng,5000,2
HID587153,Kampong Speu,4300,2.5
HID587165,Kandal,1100,.5
HID587254,Koh Kong,0,0
HID587478,Prey Veng,1000,.3
HID587500,Kratie,3500,1.18
HID587549,Kampong Cham,0,0
HID587576,Siem Reap,0,0
HID587598,Otdar Meanchey,2800,3
HID587622,Kampong Chhnang,5800,2
HID587775,Takeo,1500,.45
HID587958,Svay Rieng,800,.4
HID588107,Kep,1100,.5
HID588168,Kampong Cham,0,0
HID588180,Kampong Chhnang,150,.3
HID588279,Ratanak Kiri,900,1
HID588347,Kandal,0,0
HID588411,Kampong Chhnang,600,.094
HID588561,Prey Veng,7000,4.1
HID588699,Takeo,900,.35
HID588753,Pursat,0,0
HID588881,Prey Veng,5500,1.02
HID588968,Otdar Meanchey,4350,2
HID589107,Kampong Speu,3000,1.45
HID589110,Takeo,4500,.36
HID589267,Kampong Speu,250,.12
HID589504,Koh Kong,0,0
HID589513,Kampong Cham,1000,.3
HID589525,Svay Rieng,2600,1.34
HID589529,Battambang,1300,.5
HID589567,Pursat,0,0
HID589582,Kampong Cham,0,0
HID589711,Svay Rieng,2500,1.4
HID589738,Kampong Chhnang,2000,.9
HID589770,Siem Reap,3500,1.8
HID589799,Mondul Kiri,0,0
HID589873,Tboung Khmum,0,0
HID589921,Takeo,0,0
HID590057,Prey Veng,1780,1.15
HID590102,Kampong Cham,4000,5.9
HID590206,Svay Rieng,1690,.7
HID590347,Takeo,0,0
HID590359,Banteay Meanchey,1000,.16
HID590399,Kandal,2060,.49
HID590606,Kampong Chhnang,1050,.32
HID590641,Banteay Meanchey,4000,2.5
HID590865,Siem Reap,2500,.8
HID590959,Kampong Speu,800,.4
HID590998,Phnom Penh,0,0
HID591030,Pursat,10000,2.7
HID591250,Stung Treng,1800,1.5
HID591366,Kampong Cham,0,0
HID591384,Kratie,3000,4
HID591395,Tboung Khmum,8200,4
HID591410,Kampong Speu,300,.14
HID591414,Siem Reap,1500,2
HID591422,Prey Veng,6300,1.6
HID591456,Otdar Meanchey,3060,2
HID591570,Banteay Meanchey,900,.15
HID591589,Battambang,5000,5.5
HID591598,Svay Rieng,4000,2.38
HID591727,Kandal,0,0
HID591773,Kampot,1070,.43
HID591807,Prey Veng,0,0
HID591888,Siem Reap,1000,1
HID591936,Kampong Chhnang,3000,1.02
HID591947,Takeo,2660,.74
HID591948,Takeo,3000,1
HID592051,Tboung Khmum,1200,1.2
HID592290,Prey Veng,0,0
HID592425,Svay Rieng,800,.3
HID592478,Prey Veng,6400,3
HID592524,Kampong Thom,4000,3
HID592535,Pailin,0,0
HID592539,Kandal,0,0
HID592689,Pursat,0,0
HID592836,Phnom Penh,13000,5
HID592929,Svay Rieng,5000,2.9
HID592992,Kampong Speu,1800,1
HID593010,Kampong Thom,0,0
HID593300,Kampong Speu,3000,1.5
HID593309,Kratie,0,0
HID593313,Prey Veng,2500,1.3
HID593324,Svay Rieng,400,.35
HID593540,Siem Reap,4000,2
HID593588,Kampong Speu,1800,.74
HID593631,Kandal,0,0
HID593903,Kandal,0,0
HID593942,Takeo,180,.14
HID593955,Kandal,700,.25
HID594048,Banteay Meanchey,0,0
HID594319,Siem Reap,6000,2
HID594430,Kampong Speu,3400,2.5
HID594480,Kampong Chhnang,2000,.28
HID594497,Prey Veng,1200,.52
HID594557,Kandal,0,0
HID594558,Kampong Speu,850,.8
HID594584,Kampong Chhnang,2100,2.12
HID594628,Mondul Kiri,20000,6
HID594686,Kampong Thom,3000,.5
HID594703,Kampong Cham,500,.1
HID594734,Pursat,0,0
HID594905,Siem Reap,1600,1
HID594997,Otdar Meanchey,6100,5
HID595022,Battambang,0,0
HID595266,Preah Vihear,0,0
HID595338,Kampong Chhnang,1235,.61
HID595380,Kampong Chhnang,0,0
HID595398,Prey Veng,1500,2
HID595435,Siem Reap,500,.5
HID595451,Kratie,2000,1
HID595478,Prey Veng,0,0
HID595589,Prey Veng,17500,3.5
HID595651,Kampong Thom,3000,.575
HID595712,Prey Veng,350,.2
HID595816,Prey Veng,3500,1
HID595844,Pursat,0,0
HID595928,Banteay Meanchey,3000,3
HID595937,Kampong Thom,0,0
HID595940,Kratie,0,0
HID595969,Kratie,12650,8
HID596055,Kandal,0,0
HID596070,Prey Veng,2500,1
HID596134,Kampot,0,0
HID596187,Preah Sihanouk,0,0
HID596215,Kandal,0,0
HID596247,Takeo,800,.3
HID596297,Prey Veng,1500,.7
HID596632,Siem Reap,600,.2
HID596635,Prey Veng,2100,.5
HID596687,,0,0
HID596688,Kampong Chhnang,800,.25
HID596753,Kampong Thom,450,.47
HID596765,Kampong Speu,500,.2
HID596778,Kep,0,0
HID596823,Kampong Chhnang,0,0
HID596898,Tboung Khmum,350,.2
HID596902,Siem Reap,0,0
HID597002,Svay Rieng,2000,.98
HID597139,Svay Rieng,150,.5
HID597221,Prey Veng,300,.55
HID597279,Siem Reap,1300,.84
HID597294,Banteay Meanchey,2000,1
HID597295,Preah Sihanouk,1400,1.5
HID597312,Kampot,0,0
HID597325,Takeo,1500,.15
HID597441,Prey Veng,2340,.8699999999999999
HID597593,Prey Veng,3000,2
HID597626,Kandal,0,0
HID597652,Tboung Khmum,0,0
HID597657,Takeo,3900,.5
HID597676,Otdar Meanchey,1500,2
HID597711,Kampong Cham,1400,1.2
HID597734,Svay Rieng,700,.2
HID597875,Pursat,3000,3
HID597876,Pailin,0,0
HID597916,Preah Sihanouk,1100,1.2
HID597917,Mondul Kiri,3500,1.5
HID598016,Kandal,0,0
HID598119,Kampong Cham,3500,1.9
HID598233,Kampong Cham,0,0
HID598327,Kampong Chhnang,1500,1.15
HID598351,Pursat,0,0
HID598401,Preah Vihear,7500,6
HID598416,Banteay Meanchey,5000,3
HID598573,Kampot,3000,1.15
HID598681,Siem Reap,0,0
HID598763,Svay Rieng,0,0
HID598925,Ratanak Kiri,700,.5
HID599060,Takeo,2000,.4
HID599104,Takeo,1500,.4
HID599128,Tboung Khmum,0,0
HID599211,Svay Rieng,0,0
HID599407,Kampong Speu,4000,2.7
HID599591,Banteay Meanchey,0,0
HID599778,Kandal,0,0
HID599790,Takeo,0,0
HID599904,Kandal,38000,8
HID599906,Svay Rieng,1900,.5
HID599943,Siem Reap,0,0
HID600038,Prey Veng,500,1.04
HID600041,Tboung Khmum,2500,.95
HID600151,Kampong Thom,0,0
HID600250,Ratanak Kiri,0,0
HID600372,Banteay Meanchey,0,0
HID600427,Prey Veng,880,.25
HID600573,Tboung Khmum,0,0
HID600942,Svay Rieng,0,0
HID601049,Prey Veng,4000,3.6
HID601581,Tboung Khmum,0,0
HID601704,Svay Rieng,0,0
HID601760,Kampot,720,.3
HID601775,Svay Rieng,4000,2
HID601827,Takeo,1300,.7
HID601915,Kampot,375,.149
HID602008,Banteay Meanchey,3500,2.5
HID602028,Kampong Speu,2000,.9
HID602082,Prey Veng,0,0
HID602128,Kampong Cham,0,0
HID602223,Svay Rieng,300,.5
HID602246,Prey Veng,2500,1.1
HID602273,Pursat,8000,7
HID602276,Prey Veng,4000,.55
HID602672,Svay Rieng,1950,.89
HID602822,Kampot,900,.62
HID602889,Prey Veng,0,0
HID603106,Prey Veng,16000,4.41
HID603202,Tboung Khmum,700,.25
HID603258,Takeo,3000,.545
HID603380,Svay Rieng,600,.25
HID603383,Kampong Thom,0,0
HID603432,Svay Rieng,0,0
HID603468,Tboung Khmum,210,.2
HID603499,Battambang,3000,1
HID603546,Kampong Thom,3000,2.5
HID603572,Prey Veng,0,0
HID603605,Kampong Speu,2000,1.5
HID603758,Kampong Cham,500,.26
HID603979,Prey Veng,2100,.89
HID604125,Preah Vihear,4000,3.5
HID604132,Kandal,500,.17
HID604140,Stung Treng,4000,2
HID604203,Battambang,6000,2
HID604278,,0,0
HID604309,Siem Reap,0,0
HID604341,Kampong Chhnang,15000,3
HID604446,Siem Reap,0,0
HID604514,Phnom Penh,4864,2
HID604536,Kampong Chhnang,5000,1
HID604554,Prey Veng,4000,1.39
HID604745,Kratie,600,.7
HID605006,Kandal,0,0
HID605074,Kandal,1400,.5
HID605103,Kampong Speu,2300,1.01
HID605105,Banteay Meanchey,0,0
HID605114,Kampong Speu,560,.4
HID605117,Kratie,0,0
HID605139,Kampong Speu,0,0
HID605488,Kampot,1100,.5
HID605493,Kratie,0,0
HID605572,Stung Treng,2500,1.5
HID605651,Battambang,1800,.66
HID605660,Phnom Penh,0,0
HID605694,Kampong Speu,280,.27
HID605760,Kampong Chhnang,0,0
HID605782,Kampot,2000,.71
HID605851,Battambang,12000,2
HID605956,Svay Rieng,4000,1.49
HID606191,Kratie,0,0
HID606204,Phnom Penh,4900,1.7
HID606252,Ratanak Kiri,0,0
HID606255,Kampong Cham,0,0
HID606418,Siem Reap,1500,2
HID606435,Kampong Thom,0,0
HID606537,Prey Veng,1150,.67
HID606658,Prey Veng,1000,.52
HID606684,Battambang,0,0
HID606704,Banteay Meanchey,7000,3
HID606794,Kampong Thom,0,0
HID606906,Kampong Cham,2000,.18
HID607045,Kampong Chhnang,1500,1.6
HID607072,Kandal,0,0
HID607101,Kampong Chhnang,1000,.5
HID607395,Prey Veng,2000,.4
HID607473,Takeo,200,.04
HID607670,Phnom Penh,0,0
HID607882,Kratie,0,0
HID607951,Koh Kong,0,0
HID607989,Battambang,0,0
HID607993,Kratie,2000,1
HID608087,Kampong Cham,2100,.6
HID608238,Kampong Cham,0,0
HID608297,Kampot,4500,1.05
HID608306,Svay Rieng,2500,.8
HID608353,Battambang,3500,1.5
HID608430,Preah Vihear,13500,10
HID608523,Kampot,4075,1.34
HID608661,Battambang,1000,2
HID608685,Tboung Khmum,0,0
HID608803,Preah Vihear,14000,11.5
HID608815,Kampong Thom,2000,1.4
HID608831,Prey Veng,1500,.65
HID608901,Banteay Meanchey,20000,7
HID608915,Kampong Speu,1100,.5
HID609001,Mondul Kiri,6500,5
HID609083,Preah Vihear,450,1
HID609157,Kampong Speu,750,.12
HID609207,Kampong Chhnang,1026,.4
HID609256,Prey Veng,1850,.75
HID609295,Otdar Meanchey,2000,2.32
HID609338,Kampong Cham,0,0
HID609355,Svay Rieng,0,0
HID609404,Kampot,3150,1.23
HID609425,Tboung Khmum,0,0
HID609505,Kampot,1050,.5
HID609641,Kampong Speu,2000,1
HID609762,Siem Reap,2000,1
HID609780,Prey Veng,1400,.65
HID609789,Phnom Penh,1200,.6
HID609790,Battambang,0,0
HID609839,Siem Reap,0,0
HID609878,Prey Veng,350,.13
HID609911,Preah Sihanouk,0,0
HID609922,Kampong Thom,0,0
HID609990,Kampong Speu,720,.2
HID610030,Battambang,0,0
HID610091,Ratanak Kiri,0,0
HID610154,Kampong Chhnang,390,.165
HID610259,Kandal,35000,5
HID610337,,27200,6.8
HID610356,Kampong Cham,600,1
HID610390,Banteay Meanchey,3000,3.88
HID610409,Tboung Khmum,2000,1
HID610428,Pursat,0,0
HID610543,Kampong Cham,6000,1.05
HID610709,Kampong Cham,12000,3
HID610712,Phnom Penh,600,.3
HID610720,Kandal,0,0
HID610722,Kampong Thom,300,1
HID610727,Kandal,0,0
HID610768,Pursat,4000,1.5
HID610805,Prey Veng,1500,.5
HID610824,Banteay Meanchey,5000,3
HID611031,Tboung Khmum,350,.12
HID611113,Kandal,2800,.6
HID611141,Banteay Meanchey,4500,3.32
HID611142,Kampong Speu,600,.4
HID611187,Kampot,90,.025
HID611236,Battambang,2500,1
HID611537,Battambang,25300,7
HID611541,Battambang,20000,6
HID611557,Svay Rieng,2400,1.5
HID611623,Kampong Cham,4480,2.52
HID611792,,720,.4
HID611816,Prey Veng,0,0
HID611944,Prey Veng,1080,.2
HID612057,Kampong Chhnang,1500,.24
HID612128,Kampong Thom,2000,1.4
HID612132,Banteay Meanchey,0,0
HID612213,Stung Treng,120,.25
HID612280,Kampong Cham,1000,.18
HID612446,Kampong Thom,13500,4.5
HID612536,Kampong Speu,900,.27
HID612724,Prey Veng,4000,3
HID612726,Prey Veng,8300,.5125
HID612742,Svay Rieng,7750,4.569999999999999
HID612773,Kampong Thom,21000,6.8
HID612935,Kampong Speu,2030,.7799999999999999
HID612984,Kratie,0,0
HID613123,Svay Rieng,2500,.8
HID613141,Prey Veng,1100,.6
HID613225,Pursat,1000,.37
HID613244,Preah Vihear,5000,9
HID613272,Kampong Chhnang,0,0
HID613509,Svay Rieng,2650,1.3
HID613715,Prey Veng,0,0
HID613727,Kampong Thom,3000,1.5
HID613790,Kampong Cham,1400,.5
HID613809,Kampong Chhnang,750,2.07
HID614188,Kampong Speu,0,0
HID614288,Kampot,1000,1
HID614289,Siem Reap,0,0
HID614325,Prey Veng,2500,1.27
HID614337,Takeo,2650,1.14
HID614472,Battambang,3000,1
HID614579,Kandal,12000,1.3
HID614940,Svay Rieng,0,0
HID614993,Otdar Meanchey,2000,3
HID615055,Prey Veng,2000,.99
HID615131,Kampong Cham,560,.2
HID615265,Ratanak Kiri,3000,1.5
HID615445,Banteay Meanchey,1000,.2
HID615477,Kratie,1500,.5
HID615489,Kratie,2000,.5
HID615547,Kampong Cham,2000,.2861
HID615641,Pailin,0,0
HID615680,Tboung Khmum,0,0
HID615683,Kampong Chhnang,4000,1
HID615776,Kampong Speu,2000,1.005
HID615842,Kampot,1540,.7
HID615889,Banteay Meanchey,0,0
HID616203,Battambang,16000,8
HID616291,Kampong Cham,0,0
HID616309,Takeo,500,.08
HID616393,Takeo,3680,1
HID616554,Prey Veng,0,0
HID616603,Phnom Penh,0,0
HID616639,Kampong Cham,1000,.8
HID616649,Prey Veng,3600,1.1
HID616811,Siem Reap,960,.15
HID616852,Siem Reap,8000,2
HID616959,Siem Reap,0,0
HID616996,Kampong Chhnang,1200,.5
HID617095,Preah Sihanouk,0,0
HID617101,Stung Treng,1000,1
HID617200,Siem Reap,400,.5
HID617308,Kampong Speu,800,.29
HID617358,Tboung Khmum,1500,.49
HID617400,Phnom Penh,0,0
HID617483,Kampot,820,.2116
HID617529,Svay Rieng,1650,1.7
HID617558,Kampong Speu,630,.52
HID617837,Ratanak Kiri,0,0
HID617947,Pailin,0,0
HID618054,Tboung Khmum,0,0
HID618150,Svay Rieng,2000,1.4
HID618195,Takeo,2200,.5
HID618221,Battambang,9000,5
HID618315,Kandal,0,0
HID618466,Kampong Thom,1500,.7
HID618566,Kampong Cham,600,.2
HID618597,Kampong Chhnang,3000,.5
HID618679,Pailin,0,0
HID618755,Banteay Meanchey,0,0
HID618766,Prey Veng,2400,.7
HID618868,Preah Sihanouk,0,0
HID618943,Kampong Cham,5500,1.75
HID619073,Siem Reap,0,0
HID619089,Svay Rieng,0,0
HID619147,Siem Reap,3500,2
HID619178,Kampot,700,.29
HID619298,Kampong Chhnang,13000,2.59
HID619398,Prey Veng,12000,4.2
HID619460,Prey Veng,3700,.4
HID619771,Kampot,0,0
HID619898,Takeo,5000,1.2
HID619970,Prey Veng,0,0
HID620022,Kratie,5000,1
HID620071,Takeo,200,.13
HID620095,Prey Veng,2500,.8
HID620098,Kratie,0,0
HID620144,Banteay Meanchey,1000,1
HID620171,Tboung Khmum,1000,.5
HID620190,Banteay Meanchey,4500,2.36
HID620208,Kampong Speu,1100,.5
HID620231,Kampong Thom,2470,1.4
HID620486,Kampong Cham,2100,.63
HID620492,Prey Veng,2500,1.8
HID620497,Tboung Khmum,0,0
HID620575,Banteay Meanchey,10000,2
HID620644,Tboung Khmum,0,0
HID620689,Koh Kong,0,0
HID620836,Siem Reap,0,0
HID620900,Kampot,960,.16
HID620968,Prey Veng,6000,1.3
HID621072,Prey Veng,5000,2
HID621123,Kampong Cham,0,0
HID621200,Kampong Speu,0,0
HID621239,Siem Reap,0,0
HID621242,Svay Rieng,3500,2
HID621353,Mondul Kiri,4800,2
HID621388,Prey Veng,10800,1.8
HID621507,Kampot,380,.05
HID621554,Prey Veng,4000,2.53
HID621703,Phnom Penh,1010,.6
HID621828,Kampong Cham,0,0
HID621840,Koh Kong,0,0
HID621868,Battambang,3500,1
HID621953,Kampong Thom,600,.8
HID621998,Svay Rieng,4000,2
HID622077,Takeo,500,.5
HID622255,Kampong Speu,1800,.76
HID622310,,700,.5
HID622324,Pursat,4000,1.4
HID622336,Ratanak Kiri,0,0
HID622515,Tboung Khmum,2400,.74
HID622570,Takeo,1300,.58
