hhid,province,qty_rice_harvested,area_rice_harvested
HID623010,Kampong Cham,0,0
HID623487,Takeo,0,0
HID623635,Banteay Meanchey,2900,1.32
HID623830,Kampong Chhnang,0,0
HID623869,Takeo,0,0
HID624076,Kandal,1800,.85
HID624171,Kampong Speu,780,.3
HID624344,Kampong Cham,14000,4.48
HID624356,Kampong Chhnang,870,.4
HID624609,Prey Veng,40900,4.09
HID624742,Koh Kong,0,0
HID624779,Takeo,420,.15
HID624820,Takeo,40000,7
HID624864,Otdar Meanchey,6000,2
HID624889,Battambang,0,0
HID624925,Kampong Thom,720,.4
HID625041,Pursat,8000,2.5
HID625074,Kampot,520,.1296
HID625139,Siem Reap,1000,1
HID625191,Banteay Meanchey,0,0
HID625193,Kratie,0,0
HID625250,Tboung Khmum,935,.38
HID625276,Stung Treng,2800,2
HID625387,Phnom Penh,1680,.8
HID625422,Takeo,6000,1.6
HID625472,Prey Veng,6000,2.3
HID625488,Battambang,2800,.8
HID625564,Kandal,0,0
HID625576,Kampong Chhnang,2940,.75
HID625623,Prey Veng,1625,1.1
HID625635,Kampong Cham,600,.8
HID625680,Tboung Khmum,2300,.5
HID625813,Kandal,2500,.7
HID626035,Kampong Cham,0,0
HID626131,Kampot,1815,.52
HID626295,Preah Vihear,3500,2
HID626504,Siem Reap,300,.5
HID626524,Prey Veng,5000,.6
HID626543,Kampong Chhnang,4000,1.7202
HID626584,Stung Treng,3200,2
HID626681,Kampong Chhnang,2000,1
HID626684,Kampong Cham,4000,1
HID626700,Siem Reap,0,0
HID626751,Kandal,0,0
HID627002,Mondul Kiri,1200,.5
HID627100,Preah Vihear,0,0
HID627296,Battambang,4000,1.4
HID627344,Takeo,480,.1
HID627478,Kandal,0,0
HID627543,Kampong Thom,200,.8
HID627652,Kampong Speu,1000,.32
HID627681,Banteay Meanchey,8500,3.76
HID627719,Takeo,2000,.3888
HID627761,Siem Reap,0,0
HID627827,Kampot,500,.15
HID627833,Stung Treng,3200,3
HID627882,Battambang,0,0
HID628058,Siem Reap,0,0
HID628256,Kampong Thom,1904,1.9
HID628329,Kampong Speu,1200,1.2
HID628380,Takeo,7000,3
HID628413,Siem Reap,630,.3
HID628463,Tboung Khmum,0,0
HID628568,Prey Veng,4000,1.3
HID628573,Battambang,11000,11
HID628624,Siem Reap,0,0
HID628755,Kratie,3000,.7
HID628923,Takeo,1144,.3
HID629063,Prey Veng,12000,1.3
HID629087,Kampot,3300,1.18
HID629133,Kampong Cham,0,0
HID629143,Kampong Cham,4000,1.5
HID629161,Kampong Cham,1000,.34
HID629183,Kampong Speu,100,.05
HID629202,Kampong Speu,0,0
HID629245,Svay Rieng,8000,3
HID629288,Preah Vihear,5000,4.5
HID629534,Phnom Penh,0,0
HID629563,Kampong Cham,1760,1.25
HID629570,Kandal,0,0
HID629612,Prey Veng,7000,1.8
HID629657,Kandal,0,0
HID629794,Kampong Thom,1000,.5
HID629824,Kampong Speu,424,.12
HID629842,Kampot,10000,1.3
HID629858,Kampong Speu,900,.3
HID629871,Kampong Chhnang,1000,.2
HID629891,Siem Reap,8000,3.8
HID629892,Svay Rieng,800,.28
HID630040,Kampot,4500,2.7
HID630050,Kampong Chhnang,21000,16
HID630166,Kampong Cham,80000,18
HID630230,Kampot,300,.1078
HID630304,Takeo,10000,1.5
HID630341,Svay Rieng,2500,.5
HID630345,Banteay Meanchey,1000,1
HID630377,Prey Veng,5810,2.87
HID630445,Banteay Meanchey,0,0
HID630453,Prey Veng,0,0
HID630540,Kampot,910,.5
HID630638,Kandal,0,0
HID630650,Kampong Speu,1000,.6
HID630749,Prey Veng,14500,4
HID630753,Stung Treng,800,1
HID630822,Svay Rieng,250,.12
HID630995,Otdar Meanchey,1500,1
HID631098,Kampong Speu,2100,.55
HID631189,Pailin,0,0
HID631256,Phnom Penh,780,.64
HID631286,Prey Veng,80,.6
HID631324,Svay Rieng,700,.4
HID631361,Takeo,0,0
HID631380,Kampong Cham,0,0
HID631618,Pursat,3000,4
HID631648,Svay Rieng,1200,.61
HID631787,Svay Rieng,500,.7
HID631832,Kandal,200,.024
HID631926,Kampot,1260,.6468
HID631927,Kampong Thom,0,0
HID631952,Takeo,500,.2
HID631999,Takeo,0,0
HID632178,Siem Reap,1500,2
HID632343,Kampong Cham,780,.3
HID632346,Kampong Thom,0,0
HID632506,Takeo,990,.17
HID632627,Pursat,3500,.89
HID632680,Kampong Speu,6200,3.93
HID632929,Pursat,0,0
HID633085,Kampong Thom,520,.47
HID633219,Tboung Khmum,2500,1
HID633256,Kampot,1060,.8011999999999999
HID633402,Kampot,2250,.35
HID633493,Kampong Chhnang,3790,1.35
HID633626,Mondul Kiri,0,0
HID633674,Kampot,2800,1
HID633823,Prey Veng,4000,1.2
HID633888,Koh Kong,0,0
HID633929,Siem Reap,800,2
HID634017,Takeo,2000,.4
HID634144,Prey Veng,10000,3.8
HID634201,Takeo,600,.25
HID634304,Siem Reap,1500,1
HID634330,Banteay Meanchey,10000,3.24
HID634336,Kratie,3000,3
HID634433,Kandal,0,0
HID634473,Kampong Cham,0,0
HID634501,Takeo,1500,.6
HID634614,Prey Veng,1200,.45
HID634768,Kratie,3000,1
HID634821,Battambang,0,0
HID634822,Kampong Thom,1800,.4
HID635001,Tboung Khmum,600,.375
HID635019,Kampong Cham,0,0
HID635115,Tboung Khmum,0,0
HID635131,Banteay Meanchey,0,0
HID635292,Siem Reap,0,0
HID635441,Siem Reap,0,0
HID635541,Kampong Speu,1890,.42
HID635562,Siem Reap,18000,7
HID635625,Kampong Speu,2300,1
HID635735,Siem Reap,1500,1
HID635852,Kampot,600,.43
HID636035,Takeo,3000,1.5
HID636050,Kampong Speu,2300,1
HID636176,Kampong Thom,5000,2.2
HID636192,Battambang,6000,1
HID636197,Siem Reap,8500,7
HID636295,Kampong Chhnang,2450,1.7
HID636358,Kampong Speu,700,.55
HID636403,Kandal,0,0
HID636567,Takeo,12350,.82
HID636583,Prey Veng,7500,.9
HID636597,Kampong Speu,1810,.5
HID636768,Mondul Kiri,0,0
HID636781,Svay Rieng,4200,2.3
HID636889,Stung Treng,1750,1.5
HID636925,Banteay Meanchey,4000,1.5
HID637035,Kampong Speu,3100,1.9
HID637055,Kampong Speu,1300,.404
HID637065,Kampot,4000,1.7
HID637116,Svay Rieng,0,0
HID637230,Takeo,720,.3
HID637280,Kandal,0,0
HID637302,Kampong Cham,700,.5
HID637448,Otdar Meanchey,1500,1
HID637471,Kampot,4400,1.6
HID637476,Banteay Meanchey,1000,.15
HID637536,Kampong Speu,1000,.5
HID637623,Koh Kong,0,0
HID637636,Kampot,0,0
HID637662,Koh Kong,0,0
HID637752,Banteay Meanchey,10000,6
HID637830,Tboung Khmum,0,0
HID637841,Ratanak Kiri,1190,.6
HID637934,Kampong Chhnang,360,.12
HID638209,Kep,0,0
HID638224,Prey Veng,6000,4.65
HID638289,Battambang,0,0
HID638304,Pursat,2000,1
HID638324,Kampong Chhnang,900,.11
HID638397,Takeo,0,0
HID638561,Takeo,1100,.5
HID638600,Koh Kong,0,0
HID638632,Kampong Cham,0,0
HID638650,Pailin,0,0
HID638662,Kandal,0,0
HID638715,Prey Veng,13500,3.3
HID638728,Kampong Cham,0,0
HID638745,Kandal,0,0
HID638880,Prey Veng,20000,4
HID638923,Takeo,1800,1.43
HID639041,,0,0
HID639099,Preah Vihear,0,0
HID639137,Kampong Thom,0,0
HID639213,Kampong Cham,1500,.8
HID639239,Kampong Speu,1000,.4
HID639344,Prey Veng,3000,1.3
HID639391,Preah Vihear,2000,2
HID639419,Takeo,48000,7.6
HID639450,Kratie,4000,2
HID639455,Battambang,1000,.32
HID639488,Battambang,8500,2
HID639537,Kampong Cham,0,0
HID639640,Kandal,4000,.9
HID639690,Siem Reap,1500,.6
HID639836,Tboung Khmum,0,0
HID640014,Prey Veng,5000,2
HID640148,Prey Veng,7000,2
HID640230,Takeo,400,.1
HID640368,Prey Veng,50000,10
HID640393,Kampot,2000,.77
HID640555,Battambang,0,0
HID640598,Kep,0,0
HID640630,Kandal,2000,1
HID640632,Tboung Khmum,2000,.8
HID640788,Kampong Speu,900,.5600000000000001
HID640928,Takeo,2300,.99
HID641050,Preah Sihanouk,4200,1.7
HID641109,Kandal,400,.3
HID641124,Pursat,20000,5
HID641126,Pursat,1000,.5
HID641220,Kampong Cham,700,.6
HID641417,Kandal,500,.5
HID641503,Banteay Meanchey,0,0
HID641615,Ratanak Kiri,400,.5
HID641699,Battambang,0,0
HID641745,Kampong Cham,800,.5
HID641770,Kampot,3750,2.51
HID641992,Battambang,2500,1
HID641993,Prey Veng,2000,.51
HID642037,Siem Reap,10000,2.7
HID642082,Kandal,5500,1.9
HID642155,Banteay Meanchey,6000,3
HID642334,Kandal,0,0
HID642354,Banteay Meanchey,14000,7
HID642370,Kampong Thom,0,0
HID642376,Kampot,4076,1.85
HID642394,Banteay Meanchey,2000,2.12
HID642557,Takeo,500,.1
HID642631,Otdar Meanchey,900,1.5
HID642638,Phnom Penh,600,.2
HID642764,Takeo,1000,.5
HID642870,Preah Vihear,0,0
HID642975,Kratie,1000,.9589
HID643073,Tboung Khmum,770,.34
HID643256,Siem Reap,1700,2
HID643411,Kampong Speu,400,.35
HID643453,Kampong Cham,0,0
HID643565,Kampong Chhnang,0,0
HID643638,Kampot,0,0
HID643874,Takeo,10000,1
HID643882,Kampong Thom,480,.25
HID643906,Preah Vihear,2000,4
HID644012,Siem Reap,0,0
HID644084,Kampong Cham,4900,1.5
HID644123,Kampot,1350,.7
HID644197,Takeo,0,0
HID644389,Kandal,0,0
HID644468,Svay Rieng,10500,2.8
HID644488,Banteay Meanchey,6000,6.5
HID644553,Kandal,7400,2
HID644627,Kratie,0,0
HID645115,Kampong Speu,3000,.43
HID645213,Kampong Chhnang,0,0
HID645234,Tboung Khmum,1000,.7
HID645332,Tboung Khmum,1000,.57
HID645356,Tboung Khmum,3000,2.25
HID645389,Pursat,140,.5
HID645460,Kampong Chhnang,6000,2.5
HID645465,Kampong Cham,7500,2
HID645518,Svay Rieng,2000,1
HID645592,Kampong Chhnang,2500,1.5
HID645905,Battambang,34000,7.7
HID646006,,1000,1
HID646010,Battambang,0,0
HID646016,Siem Reap,4200,1
HID646065,Takeo,0,0
HID646091,Banteay Meanchey,0,0
HID646117,Kampong Chhnang,700,.75
HID646118,Kampot,0,0
HID646156,Kandal,0,0
HID646175,Takeo,2730,.79
HID646272,Banteay Meanchey,1000,1
HID646334,Kandal,1000,.2
HID646413,Kampong Chhnang,600,.15
HID646439,Phnom Penh,244,.0675
HID646471,Kampong Thom,200,.35
HID646560,Banteay Meanchey,0,0
HID646719,Prey Veng,23400,3.4
HID646737,Battambang,0,0
HID646858,Prey Veng,170,.1
HID646917,Kampong Thom,4500,4
HID646932,Kampong Thom,80000,18
HID646948,Siem Reap,3000,1
HID647123,Siem Reap,1700,.1725
HID647274,Banteay Meanchey,0,0
HID647293,Kampong Speu,1800,.62
HID647361,Preah Sihanouk,11000,5
HID647469,Preah Vihear,6000,4.5
HID647689,Prey Veng,9700,2.13
HID647699,Svay Rieng,200,.2
HID647800,Kampong Cham,1000,.5
HID647939,Preah Vihear,2000,1.5
HID647953,Prey Veng,1700,1
HID647957,Kratie,0,0
HID648030,Prey Veng,12000,4
HID648061,Takeo,0,0
HID648092,Kampot,0,0
HID648093,Kampong Cham,0,0
HID648138,Battambang,0,0
HID648139,Kep,410,.31
HID648160,Kampong Speu,1200,1
HID648181,Banteay Meanchey,700,3
HID648218,Ratanak Kiri,2100,1.5
HID648316,Banteay Meanchey,16000,4
HID648427,Tboung Khmum,1000,.78
HID648500,Prey Veng,750,.6
HID648515,Kampong Thom,3000,2.5
HID648544,Kampong Speu,500,.4
HID648581,Kampong Speu,5800,1.5
HID648608,Prey Veng,420,.5
HID648716,Kampong Cham,500,.5
HID648729,Kandal,0,0
HID648772,Pursat,3000,.27
HID648952,Prey Veng,2625,.75
HID648967,Tboung Khmum,500,.52
HID649047,Prey Veng,0,0
HID649069,Kampot,3500,1
HID649393,Kampong Chhnang,4500,2
HID649437,Prey Veng,2500,1
HID649485,Tboung Khmum,1700,.7
HID649703,,0,0
HID649753,Siem Reap,1500,1
HID649766,Otdar Meanchey,7000,5
HID649806,Siem Reap,2800,2
HID649832,Prey Veng,1500,1.21
HID649886,Tboung Khmum,1000,.2
HID649935,Kampong Speu,3000,.88
HID649954,Ratanak Kiri,0,0
HID649960,Kampong Thom,10000,9
HID649999,Siem Reap,0,0
HID650269,Kampong Speu,1500,.4
HID650300,Kampong Cham,0,0
HID650364,Kampong Thom,0,0
HID650453,Kampong Cham,0,0
HID650483,Kampong Speu,1050,.3
HID650525,Svay Rieng,400,.3
HID650532,Kampong Thom,0,0
HID650582,Kampong Cham,1000,.3
HID650672,Battambang,0,0
HID650674,Tboung Khmum,0,0
HID650691,Battambang,0,0
HID650911,Prey Veng,0,0
HID650948,Prey Veng,1500,1
HID650983,Kandal,0,0
HID651174,Phnom Penh,0,0
HID651184,Takeo,1200,.3
HID651198,Otdar Meanchey,400,.7
HID651359,Battambang,36000,9
HID651374,Phnom Penh,6300,3.75
HID651424,Banteay Meanchey,3000,.9
HID651485,Prey Veng,5300,1.2
HID651582,Svay Rieng,2000,1
HID651619,Tboung Khmum,0,0
HID651657,Battambang,0,0
HID651741,Tboung Khmum,5000,2.48
HID651756,Takeo,4300,1.4
HID651767,Kampot,1000,.36
HID651856,Phnom Penh,0,0
HID651880,Kampot,0,0
HID651925,Kampong Speu,250,.14
HID652064,Kandal,0,0
HID652080,Kep,550,.3
HID652155,Svay Rieng,2500,.95
HID652199,Kandal,0,0
HID652272,Tboung Khmum,0,0
HID652283,Kampong Thom,1400,.5
HID652317,Kampong Chhnang,6850,1.9
HID652510,Siem Reap,0,0
HID652547,Kampong Cham,0,0
HID652568,Pursat,1000,1
HID652600,Svay Rieng,0,0
HID652869,Kampong Cham,3000,1.15
HID652966,Battambang,0,0
HID653166,Takeo,17000,5
HID653204,Takeo,240,.3
HID653255,Kampong Cham,2000,.5
HID653342,Kratie,0,0
HID653367,Kampong Chhnang,200,.0324
HID653486,Banteay Meanchey,0,0
HID653849,Siem Reap,2500,1
HID653921,Preah Vihear,1000,1
HID653972,Banteay Meanchey,2000,1.12
HID654006,Kampong Cham,3000,.5
HID654022,Mondul Kiri,0,0
HID654026,Prey Veng,12000,3
HID654054,Svay Rieng,0,0
HID654182,Kampong Chhnang,7000,1.8
HID654200,Kandal,0,0
HID654381,Phnom Penh,2100,.6
HID654451,Pursat,300,1
HID654683,Kampong Thom,300,.18
HID654779,Kep,855,.645
HID654886,Takeo,2000,.7
HID655071,Prey Veng,3000,1
HID655106,Kampong Speu,960,.4
HID655187,Siem Reap,0,0
HID655189,Battambang,0,0
HID655319,Kampong Speu,1600,1
HID655380,Kandal,0,0
HID655450,Kep,440,.15
HID655480,Tboung Khmum,3000,1
HID655530,Phnom Penh,0,0
HID655584,Prey Veng,16000,1.9
HID655718,Preah Vihear,1800,3.5
HID655897,Kampong Chhnang,3000,.72
HID655964,Battambang,0,0
HID656006,Otdar Meanchey,8000,6
HID656046,Prey Veng,2250,1.15
HID656080,Svay Rieng,4500,1.5
HID656124,Prey Veng,3500,2.8
HID656144,Prey Veng,3000,1
HID656199,Svay Rieng,2500,.72
HID656226,Svay Rieng,11000,2.46
HID656231,Kampot,2200,.2468
HID656290,Kratie,6000,2
HID656324,Kampong Speu,2000,.4
HID656361,Tboung Khmum,3500,1
HID656454,Kampong Cham,0,0
HID656459,Siem Reap,0,0
HID656512,Kratie,2500,.6
HID656527,Banteay Meanchey,2000,1
HID656574,Tboung Khmum,0,0
HID656594,Prey Veng,2100,1
HID656651,Prey Veng,800,1
HID656679,Koh Kong,0,0
HID656683,Kampong Thom,5000,4
HID656735,Takeo,4500,1.0368
HID656841,Takeo,7000,4
HID656869,Battambang,12500,4.5
HID656870,Kampong Speu,5500,2
HID656967,Kampong Thom,0,0
HID657038,Kampong Cham,2000,.51
HID657200,Tboung Khmum,700,.6
HID657209,Battambang,6250,2.5
HID657254,Preah Sihanouk,2000,.8
HID657294,Kampong Cham,0,0
HID657305,Kratie,500,.5
HID657389,Takeo,9500,.6
HID657441,Kampong Speu,250,.13
HID657531,Tboung Khmum,3000,.25
HID657704,Kampong Thom,1400,.8
HID657733,Kampong Cham,0,0
HID657756,Ratanak Kiri,0,0
HID657787,Phnom Penh,0,0
HID658018,Kampong Cham,0,0
HID658020,Kampong Thom,960,2
HID658092,Tboung Khmum,1840,.5
HID658174,Banteay Meanchey,1500,1
HID658263,Takeo,0,0
HID658319,Prey Veng,750,.3
HID658562,Takeo,2500,.5
HID658592,Ratanak Kiri,0,0
HID658610,Kampong Chhnang,13360,3.03
HID658633,Koh Kong,1000,.5
HID658646,Kampong Speu,600,.2
HID658660,Kampot,880,.125
HID658744,Kampot,2500,1
HID658786,Kampong Cham,8000,4
HID658904,Takeo,21000,2.72
HID658943,Svay Rieng,2000,1.1
HID658959,Phnom Penh,300,.2
HID659018,Battambang,2000,1
HID659177,Kampong Cham,2700,.6
HID659232,Siem Reap,0,0
HID659346,Prey Veng,1500,.95
HID659381,Prey Veng,5000,3
HID659407,Takeo,330,.15
HID659426,Svay Rieng,2000,1.5
HID659580,Kampong Speu,0,0
HID659597,Siem Reap,0,0
HID659799,Svay Rieng,2250,1.05
HID659868,Kampong Speu,900,.145
HID659918,Banteay Meanchey,1500,1.5
HID659977,Prey Veng,2000,1
HID660113,Prey Veng,1000,.4
HID660129,Kampot,350,.3441
HID660148,Kampong Chhnang,400,1.21
HID660281,Tboung Khmum,400,.28
HID660311,Kampong Cham,0,0
HID660318,Prey Veng,2000,1.4
HID660439,Preah Sihanouk,0,0
HID660574,,0,0
HID660586,Tboung Khmum,510,.2
HID660616,Siem Reap,800,.7
HID660634,Kratie,1500,.5
HID660646,Kampong Speu,0,0
HID660728,Kampong Cham,0,0
HID660869,Kampong Speu,500,.1
HID660936,Prey Veng,6000,1
HID661135,Battambang,0,0
HID661257,Siem Reap,1500,1
HID661288,Kampong Speu,11100,5.02
HID661399,Prey Veng,9000,2.3
HID661464,,2540,1.8
HID661505,Kampong Thom,720,.5
HID661855,Ratanak Kiri,5500,2.3
HID661970,Kampot,6000,2.3
HID662064,Banteay Meanchey,3000,1.5
HID662110,Takeo,1500,1
HID662132,Pursat,28000,7
HID662159,Kampong Speu,3200,1.55
HID662215,Kratie,1000,.7
HID662224,Kandal,0,0
HID662305,Battambang,10000,3
HID662333,Kampong Speu,1000,.7
HID662491,Siem Reap,0,0
HID662524,Ratanak Kiri,2000,1.85
HID662544,Kandal,5000,.8
HID662642,Banteay Meanchey,1500,.999
HID662650,Kampong Cham,0,0
HID662709,Svay Rieng,15000,2.5
HID662815,Prey Veng,9000,1.1
HID662884,,1750,.6
HID662908,Takeo,3500,3
HID662992,Kampong Speu,4000,2.33
HID663059,Svay Rieng,1925,1.46
HID663146,Kampong Speu,500,.4
HID663191,Takeo,800,.3
HID663371,Kampong Thom,2400,.475
HID663393,Kandal,1700,1
HID663426,Banteay Meanchey,9000,4.64
HID663443,Kampong Chhnang,700,.15
HID663497,Kandal,2800,1
HID663664,Prey Veng,0,0
HID663729,Siem Reap,500,1
HID663753,Siem Reap,0,0
HID663783,Pursat,3000,2
HID663937,Kampong Chhnang,1730,.337
HID664014,Svay Rieng,600,.15
HID664098,Siem Reap,15600,1.766
HID664240,Pursat,500,.26
HID664248,Tboung Khmum,2100,.8
HID664276,Prey Veng,2000,.5
HID664421,Kampong Cham,4200,1
HID664444,Tboung Khmum,1500,.5
HID664468,Banteay Meanchey,0,0
HID664554,Mondul Kiri,0,0
HID664593,Tboung Khmum,0,0
HID664685,Kampong Cham,500,.12
HID664746,Kampong Cham,0,0
HID664765,Battambang,1700,.64
HID664808,Kratie,1000,1
HID664844,Pursat,640,.5
HID664901,Prey Veng,7000,3
HID664926,Kep,100,.036
HID664947,Banteay Meanchey,0,0
HID665065,Kampong Cham,11000,3.5
HID665265,Prey Veng,780,.2
HID665287,Kandal,12000,1.5
HID665523,Prey Veng,750,.23
HID665610,Kampong Chhnang,4200,.55
HID665682,Svay Rieng,15000,3
HID666059,Siem Reap,0,0
HID666089,Preah Sihanouk,1000,.4
HID666169,Kampong Cham,0,0
HID666226,Kampot,1960,.605
HID666262,Kampong Chhnang,1000,1
HID666323,Siem Reap,3500,3
HID666362,Kampong Chhnang,3000,1.5
HID666389,Kandal,0,0
HID666402,Takeo,7000,.65
HID666412,Kampong Thom,15000,5
HID666449,Mondul Kiri,1300,1
HID666476,Tboung Khmum,0,0
HID666507,Kratie,500,.1
HID666710,Preah Sihanouk,1000,.5
HID666742,Pailin,0,0
HID666744,Prey Veng,2000,.71
HID666859,Kampong Speu,1000,.45
HID666927,Banteay Meanchey,4800,3
HID666999,Kampot,3080,2
HID667018,Kampong Speu,2000,1.5
HID667090,Prey Veng,8000,.8
HID667121,Siem Reap,1000,2
HID667152,Kampong Cham,2500,1
HID667155,Tboung Khmum,0,0
HID667226,Tboung Khmum,380,.25
HID667293,Kandal,0,0
HID667321,Pursat,0,0
HID667390,Siem Reap,300,.16
HID667494,Svay Rieng,2500,1
HID667524,Pursat,500,1
HID667557,Kampong Cham,0,0
HID667650,Battambang,0,0
HID667691,Battambang,20000,3.4
HID667702,Prey Veng,7410,2.47
HID667828,Kampong Speu,0,0
HID667830,Koh Kong,0,0
HID667925,Tboung Khmum,0,0
HID667930,Svay Rieng,2000,1.5
HID668015,Kampong Speu,1500,1
HID668160,Kampong Speu,1610,1.19
HID668414,Kampong Thom,250,.2
HID668417,Svay Rieng,0,0
HID668419,Kampong Thom,300,.4
HID668486,Siem Reap,2000,.7
HID668801,Takeo,2000,.5
HID668855,Kampong Speu,400,.3
HID668901,,0,0
HID669034,Svay Rieng,1500,1
HID669089,Kampot,650,.25
HID669391,Kampong Thom,240,.2
HID669612,Prey Veng,0,0
HID669755,Koh Kong,0,0
HID669820,Prey Veng,4500,2.33
HID669928,Phnom Penh,765,.4
HID670106,Prey Veng,2100,.7
HID670123,Svay Rieng,15000,10.1
HID670221,Prey Veng,250,.62
HID670282,Siem Reap,1040,1
HID670300,Kampong Chhnang,4000,1
HID670312,Banteay Meanchey,2500,3
HID670328,Kampong Chhnang,6420,3
HID670373,Ratanak Kiri,0,0
HID670394,Battambang,80000,18
HID670479,Phnom Penh,0,0
HID670617,Stung Treng,0,0
HID670914,Kampot,1000,.43
HID671075,Phnom Penh,800,.5
HID671168,Kampong Chhnang,0,0
HID671577,Ratanak Kiri,0,0
HID671613,Kandal,0,0
HID671627,Kampong Chhnang,3000,1.5
HID671639,Battambang,0,0
HID671644,Stung Treng,150,.015
HID671659,Kampong Speu,1100,.25
HID671758,Kandal,2500,.7
HID671875,Kampot,0,0
HID671886,Koh Kong,0,0
HID671979,Kampong Cham,1800,1
HID672311,Battambang,45000,5.5
HID672457,Kampong Chhnang,0,0
HID672468,Svay Rieng,0,0
HID672681,Kampot,600,.3696
HID672888,Mondul Kiri,0,0
HID673027,Kampong Speu,1200,.35
HID673092,Siem Reap,2000,1
HID673179,Kampong Cham,1200,1
HID673281,Prey Veng,4000,1.17
HID673377,Kampong Chhnang,5070,2.26
HID673416,Banteay Meanchey,2000,.8
HID673468,Prey Veng,4000,.7
HID673510,Koh Kong,0,0
HID673516,Tboung Khmum,720,.6
HID673517,Kampong Thom,500,1
HID673567,Kandal,1000,.5
HID673568,Kampot,4610,1.5
HID673613,Kampong Cham,0,0
HID673660,Prey Veng,2300,.74
HID673805,Kampong Cham,0,0
HID673840,Kampong Cham,0,0
HID673853,Siem Reap,0,0
HID673856,Battambang,0,0
HID673868,Tboung Khmum,4000,1
HID673920,Kampong Chhnang,3000,.5
HID673927,Kampong Thom,870,.5600000000000001
HID673935,Svay Rieng,800,.2
HID673948,Battambang,4000,2
HID673967,Tboung Khmum,2190,.7
HID673992,Takeo,480,.13
HID674006,Koh Kong,0,0
HID674105,Takeo,2200,.7
HID674114,Kandal,0,0
HID674144,Ratanak Kiri,2000,1
HID674176,Siem Reap,0,0
HID674339,Kampong Thom,0,0
HID674417,Takeo,0,0
HID674434,Tboung Khmum,0,0
HID674531,Kampong Cham,2000,.5
HID674561,Pursat,500,.12
HID674571,Pursat,1050,1
HID674598,Svay Rieng,2000,1.2
HID674653,Kampong Chhnang,3000,1
HID674867,Siem Reap,3000,2.5
HID675005,Tboung Khmum,300,.2
HID675111,Phnom Penh,0,0
HID675146,Phnom Penh,1200,.7
HID675164,Prey Veng,2500,1.94
HID675200,Phnom Penh,540,.25
HID675202,Otdar Meanchey,5000,18.5
HID675258,Svay Rieng,900,.5
HID675338,Kampong Speu,350,.15
HID675577,Phnom Penh,2000,.4
HID675678,Kandal,480,.3
HID675810,Battambang,7000,2
HID675818,Kampong Thom,700,.12
HID675901,Kampong Cham,8000,5
HID675912,Prey Veng,1000,.5
HID675978,Prey Veng,0,0
HID676023,Battambang,48000,12
HID676045,,0,0
HID676250,Kampong Cham,600,.3
HID676384,Kratie,11500,8
HID676457,Prey Veng,10000,1.75
HID676588,Battambang,0,0
HID676674,Kandal,0,0
HID676677,Banteay Meanchey,0,0
HID676683,Siem Reap,1000,1
HID676690,Pursat,3000,3
HID676734,Prey Veng,12200,3.05
HID676938,Svay Rieng,1750,.35
HID677017,Kampong Thom,2000,.7
HID677122,Prey Veng,2500,2
HID677196,Prey Veng,3000,.8
HID677205,Prey Veng,350,.28
HID677292,Prey Veng,4300,.5
HID677305,Kampong Cham,0,0
HID677325,Pursat,0,0
HID677375,Kampong Thom,6000,3
HID677376,Phnom Penh,500,.3
HID677404,Battambang,2000,1
HID677422,Battambang,2000,1
HID677435,Kampot,3590,1.18
HID677468,Kampot,600,.1296
HID677504,Kampot,32000,3.98
HID677527,Svay Rieng,3300,1.3
HID677636,Kandal,0,0
HID677706,Kampot,1000,.498
HID677724,Kandal,3000,.7
HID677729,Kandal,0,0
HID677765,Siem Reap,0,0
HID677771,Ratanak Kiri,1440,.5
HID677805,Prey Veng,0,0
HID677929,Kandal,0,0
HID678040,Prey Veng,10000,2.5
HID678116,Mondul Kiri,0,0
HID678119,Tboung Khmum,0,0
HID678123,Kandal,0,0
HID678171,Battambang,0,0
HID678209,Tboung Khmum,2400,1
HID678705,Kratie,0,0
HID678755,Otdar Meanchey,1650,1
HID678817,Kandal,500,.2
HID678902,Prey Veng,1200,.4
HID679090,Preah Vihear,4500,2.5
HID679196,Takeo,60000,14
HID679213,Kampong Cham,0,0
HID679227,Kampong Thom,50000,8.800000000000001
HID679332,Siem Reap,500,1
HID679339,Takeo,3600,1.35
HID679411,Banteay Meanchey,2000,.6
HID679669,Battambang,12000,8
HID679672,Svay Rieng,2750,1.56
HID679809,Prey Veng,4700,1.4
HID679845,Kep,0,0
HID679959,Kampong Speu,2000,.86
HID680004,Kampong Cham,1800,1.6
HID680017,Prey Veng,200,.3
HID680039,Kampong Speu,3200,2.5
HID680126,Prey Veng,1000,.33
HID680152,Prey Veng,20000,7.3
HID680213,Kandal,0,0
HID680234,Prey Veng,400,.5
HID680283,Phnom Penh,1000,.7
HID680328,Kampot,1200,.34
HID680333,Preah Vihear,4000,2
HID680550,Prey Veng,25000,2.95
HID680692,Kampong Chhnang,300,.1
HID680694,Siem Reap,0,0
HID680806,Kandal,0,0
HID680809,Kampong Chhnang,800,1
HID680826,Kampong Thom,0,0
HID680906,Tboung Khmum,870,.3
HID680923,Prey Veng,700,.3
HID680942,Kep,1140,.257
HID681298,Siem Reap,2500,3.55
HID681372,Kampong Cham,1000,.2
HID681469,Takeo,2035,.53
HID681499,Kratie,0,0
HID681586,Siem Reap,3000,1.9
HID681633,Siem Reap,0,0
HID681683,Tboung Khmum,0,0
