hhid,province,raised_Poultry,raised_cattle_buffalo,raised_Livestock,raised_Livestock_Poultry,ag_area,ag_hh,zone,fhh,edu_hh,edu_hh_head,covid_shock,ag_comm,ag_assoc,ag_comm_assoc,animal_area,animal_ded_area,homelot_area,parcel_area,holding_area,animal_area_rate,rice,rice_harv_sold_pct,sold_rice,rice_area_agland_pct,rice_area_total_pct,rice_price_impt,value_rice_prod,rice_price,cashew,area_cashew_harvested,area_cashew_planted,qty_cashew_harvested,qty_cashew_own_use,qty_cashew_sale,qty_cashew_gift,qty_cashew_pay,qty_cashew_feed,qty_cashew_seed,qty_cashew_lost,qty_cashew_processed,cashew_harv_sold_pct,sold_cashew,cashew_area_agland_pct,cashew_area_total_pct,cashew_price_impt,value_cashew_prod,cashew_price,animal_disease,irrigation,drought,flood,ag_extension_training,family_hours,family_full_days,family_work_days
HID559300,2,,,,,.5,1,Tonle Sap,1,1,1,1,0,0,0,,0,.006,.5,.50599998,,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,1,0,240,30,30
HID559313,8,,,,,.255,1,Plain,0,2,2,0,0,0,0,,0,.03,.25,.28,,1,0,0,.98039216,.89285713,1,180000,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,954,119.25,318
HID559342,22,1,0,0,1,.0135,1,Tonle Sap,0,2,2,0,0,0,0,.0015000000130385,1,.112,,.112,.013392857,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,900,112.5,300
HID559367,7,1,1,1,1,.359,1,Coastal,0,2,1,0,0,0,0,.0040000001899898,1,.315,.18,.495,.0080808084,1,0,0,.50139278,.36363637,1,1836000,1020,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,1080,135,360
HID559373,22,1,0,0,1,2.096,1,Tonle Sap,1,2,0,0,0,0,0,.0010000000474975,1,.125,2.07,2.1949999,.00045558091,1,.25,1,.5104962,.48747155,0,2880000,900,0,,,,,,,,,,,,,,,,0,,,1,0,1,0,0,1440,180,260
HID559441,6,1,1,1,1,2.4736,1,Tonle Sap,0,3,1,0,0,0,0,.0035999999381602,1,.0077,2.5,2.5077,.0014355785,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,4200,525,600
HID559527,3,1,0,0,1,.9386,1,Plain,0,2,2,0,1,0,1,.0046999999321997,1,.05,,.050000001,.093999997,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,960,120,160
HID559535,14,1,1,1,1,4.4013,1,Plain,0,2,2,0,0,0,0,.001300000003539,1,.07,4,4.0700002,.00031941032,1,.34090909,1,.99970466,1.081081,0,35200000,800,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,1425,178.125,225
HID559589,17,,,,,.2052,1,Tonle Sap,0,2,1,0,0,0,0,,0,.21,,.20999999,,0,,,,,0,,,1,,,40,0,20,,,,,,0,.5,1,,,0,100000,2500,0,0,0,0,1,2440,305,314
HID559619,18,1,0,0,1,.3062,1,Coastal,1,1,0,0,0,0,0,.0012000000569969,1,.12,.3,.41999999,.0028571431,1,0,0,.97975183,.71428573,1,1080000,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,1200,150,600
HID559643,5,,,,,.003,1,Mountain,0,2,2,0,0,0,0,,0,.088,.12,.208,,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,600,75,300
HID559664,21,1,1,1,1,2.0024,1,Plain,0,2,1,0,0,0,0,.0024000001139939,1,.12,2,2.1199999,.0011320756,1,.46250001,1,.99880141,.94339627,0,32000000,800,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,2640,330,780
HID559673,8,,,,,.002,1,Plain,0,2,1,1,0,0,0,.0020000000949949,1,.0068,,.0068000001,.29411766,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,540,67.5,240
HID559702,25,,,,,3.0005,1,Plain,0,1,1,0,0,0,0,,0,.008,3,3.0079999,,0,,,,,0,,,1,2,2,6000,0,3000,,,,,,0,.5,1,.66655558,.66489363,0,18000000,3000,0,1,0,0,0,150,18.75,48
HID559736,5,1,0,0,1,.8002,1,Mountain,0,2,0,0,0,0,0,.0001999999949476,1,.02,1.8,1.8200001,.0001098901,1,.13636364,1,.99975008,.43956041,0,1760000,800,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,330,41.25,60
HID559799,2,,,,,.1602,1,Tonle Sap,0,2,1,1,0,0,0,,0,.016,,.016000001,,1,0,0,.99875158,10,1,720000,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,190,23.75,95
HID559887,4,,,,,.4255,1,Tonle Sap,0,2,2,0,0,0,0,,0,.1,.4155,.51550001,,1,0,0,.97649825,.80601358,1,1980000,900,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,1,280,35,70
HID559922,15,1,0,0,1,5.011,1,Tonle Sap,1,3,3,0,0,0,0,.0010000000474975,1,.15,5,5.1500001,.00019417476,1,.40000001,1,.99780482,.97087377,0,51500000,1030,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,180,22.5,90
HID559984,17,1,0,0,1,2.03,1,Tonle Sap,0,1,1,0,0,0,0,.0199999995529652,1,.12,2,2.1199999,.0094339624,1,.30000001,1,.98522168,.94339627,0,4500000,900,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,1020,127.5,385
HID559988,14,1,0,0,1,1.004,1,Plain,1,2,1,0,1,0,1,.0020000000949949,1,.04,1,1.04,.001923077,1,.375,1,.99601597,.96153849,0,7600000,950,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,740,92.5,168
HID560062,9,1,0,0,1,.0018,1,Coastal,1,2,0,0,0,0,0,.0007999999797903,1,.014,,.014,.057142854,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,1130,141.25,855
HID560089,4,1,0,0,1,1.4165,1,Tonle Sap,0,2,2,0,0,0,0,.0005000000237487,1,.4,1.4,1.8,.00027777778,1,0,0,.98835158,.77777779,1,3150000,900,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,576,72,72
HID560200,12,1,0,0,1,.151,1,Phnom Penh,1,2,2,0,0,0,0,.0010000000474975,1,.0108,.15,.1608,.006218906,1,0,0,.99337751,.93283588,1,360000,1200,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,720,90,720
HID560331,6,1,1,1,1,.5086000000000001,1,Tonle Sap,0,3,2,0,0,0,0,.0006000000284985,1,.08,,.079999998,.0075000003,1,.41666666,1,.98309082,6.25,0,8400000,700,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,1,660,82.5,240
HID560379,12,1,0,0,1,.0165,1,Phnom Penh,1,2,1,0,0,0,0,.0005000000237487,1,.06,,.059999999,.0083333338,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,360,45,360
HID560416,22,1,1,1,1,3.0304,1,Tonle Sap,0,1,0,0,0,0,0,.0003999999898952,1,.16,3,3.1600001,.00012658226,0,,,,,0,,,1,,,20,0,10,,,,,,0,.5,1,,,0,80000,4000,0,0,1,0,0,920,115,120
HID560421,3,1,0,0,1,4.452,1,Plain,0,1,1,0,0,0,0,.0020000000949949,1,.038,4.45,4.4879999,.00044563282,1,.43243244,1,.99730456,.98930484,0,22200000,1000,0,,,,,,,,,,,,,,,,0,,,0,1,1,1,0,1836,229.5,306
HID560483,6,1,1,1,1,4.0016,1,Tonle Sap,0,2,1,0,0,0,0,.0015999999595806,1,.003,4.5,4.5029998,.00035531868,1,0,0,.12495002,.11103709,1,900000,900,1,.5,.5,300,0,150,,,,,,0,.5,1,.12495002,.11103709,0,600000,2000,0,0,1,0,0,4080,510,900
HID560495,25,1,0,0,1,.872,1,Plain,1,2,1,0,0,0,0,.0003999999898952,1,.0756,.9256,1.0012,.00039952059,1,0,0,.97477067,.84898126,1,2128000,950,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,240,30,60
HID560501,25,1,0,0,1,.928,1,Plain,1,3,2,0,0,0,0,.0048000002279878,1,.18,.9199999999999999,1.1,.0043636365,1,0,0,.96982759,.81818181,1,6650000,950,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,208,26,52
HID560539,12,1,0,0,1,.1256,1,Phnom Penh,0,0,0,0,0,0,0,.0006000000284985,1,.015,.12,.13500001,.0044444446,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,1800,225,150
HID560640,9,1,0,0,1,.0012,1,Coastal,0,2,2,0,0,0,0,.0012000000569969,1,.02,,.02,.060000002,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,720,90,360
HID560653,10,1,1,1,1,.713,1,Mountain,0,2,0,0,0,0,0,.0130000002682209,1,.0196,.7,.71960002,.018065592,1,0,0,.98176718,.97276264,1,1760000,1000,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,108,13.5,54
HID560711,14,1,1,1,1,1.0075,1,Plain,1,1,0,0,0,0,0,.0035000001080334,1,.045,,.045000002,.077777781,1,.39411765,1,.99255586,22.222221,0,13600000,800,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,650,81.25,425
HID560780,6,1,0,0,1,.5027,1,Tonle Sap,0,3,1,0,0,0,0,.0015000000130385,1,.1,.5,.60000002,.0024999999,1,0,0,.99462903,.83333331,1,2700000,900,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,2240,280,380
HID560941,12,1,0,0,1,.52,1,Phnom Penh,0,2,1,0,0,0,0,,0,1.05,.5,1.55,,1,0,0,.96153843,.32258067,1,4800000,1200,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,230,28.75,230
HID560961,25,1,0,0,1,7.77,1,Plain,0,1,1,1,0,0,0,.0199999995529652,1,.3,7.6,7.9000001,.0025316456,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,2880,360,480
HID561037,8,,,,,.005,1,Plain,0,2,1,0,0,0,0,,0,.03,,.029999999,,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,156,19.5,60
HID561067,5,1,0,0,1,.0093,1,Mountain,1,2,1,0,0,0,0,.0024000001139939,1,.144,,.14399999,.016666668,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,585,73.125,195
HID561092,10,,,,,1.0432,1,Mountain,0,2,0,1,0,0,0,,0,.0495,1,1.0495,,0,,,,,0,,,1,1,1,3000,0,1500,,,,,,0,.5,1,.95858896,.95283467,0,6000000,2000,0,0,1,0,0,459,57.375,62
HID561162,3,,,,,2.28,1,Plain,0,1,1,0,0,0,0,,0,.15,2.13,2.28,,1,,,.93421054,.93421054,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,3033,379.125,421
HID561225,13,,,,,4.5,1,Mountain,0,1,1,0,1,0,1,,0,.102,4.5,4.6020002,,1,0,0,.44444445,.43459362,1,4000000,1000,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,420,52.5,60
HID561250,25,1,0,1,1,.5305,1,Plain,1,2,2,0,0,0,0,.0005000000237487,1,.105,.5,.60500002,.00082644628,1,0,0,.94250709,.82644624,1,2375000,950,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,612,76.5,120
HID561251,2,1,0,0,1,13.0309,1,Tonle Sap,0,2,2,0,0,0,0,.00089999998454,1,.135,13,13.135,.000068519221,1,,,.99762869,.98972207,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,1,2022,252.75,480
HID561302,3,1,0,1,1,.384,1,Plain,0,2,2,0,0,0,0,,0,.08,.5600000000000001,.63999999,,1,0,0,.46875,.28125,1,1440000,900,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,5760,720,1080
HID561303,14,,,,,.7,1,Plain,1,2,1,0,0,0,0,,0,.048,.7,.74800003,,1,.10526316,1,1,.93582886,0,3800000,1000,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,576,72,144
HID561308,9,,,,,0,0,Coastal,0,1,1,0,0,0,0,,0,.0024,,.0024000001,,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,,0,0,0,1800,225,300
HID561376,1,1,0,0,1,3.1315,1,Tonle Sap,1,1,1,0,0,0,0,.0015000000130385,1,.15,3,3.1500001,.00047619047,1,.16666667,1,.95800734,.9523809,0,5742000,957,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,4320,540,1080
HID561407,21,1,1,1,1,.153,1,Plain,0,2,1,0,0,0,0,.0010000000474975,1,.004,.15,.154,.006493507,1,0,0,.98039216,.97402596,1,558000,930,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,720,90,360
HID561491,17,1,0,0,1,1.001,1,Tonle Sap,0,1,1,0,0,0,0,,0,.12,1,1.12,,1,0,0,.99900103,.89285713,1,1520000,950,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,920,115,200
HID561594,20,1,1,1,1,.605,1,Plain,1,2,2,0,0,0,0,.0049999998882413,1,.37,.5,.87,.0057471264,1,0,0,.82644629,.57471263,1,1800000,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,1464,183,744
HID561628,21,1,1,1,1,.852,1,Plain,0,2,2,0,0,0,0,.0020000000949949,1,.0187,.85,.86870003,.0023022909,1,0,0,.99765259,.97847354,1,2418000,930,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,4440,555,1320
HID561876,21,1,0,0,1,1.785,1,Plain,0,2,2,0,0,0,0,.0149999996647239,1,.5,1.71,2.21,.0067873299,1,.16666667,1,.9579832,.77375567,0,7200000,1200,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,240,30,60
HID561882,14,1,1,1,1,.1225,1,Plain,0,2,2,1,0,0,0,.0015000000130385,1,.039,.12,.15899999,.0094339624,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,1,0,588,73.5,161
HID561928,1,1,0,0,1,.0004,1,Tonle Sap,0,1,0,0,0,0,0,.0003999999898952,1,.0056,,.0055999998,.071428575,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,480,60,480
HID562014,15,1,0,0,1,.5028,1,Tonle Sap,0,2,2,0,0,0,0,.0007999999797903,1,.09,.5,.59000003,.0013559321,1,0,0,.9944312,.84745759,1,900000,900,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,288,36,72
HID562109,25,1,0,0,1,1.2026,1,Plain,1,1,1,0,0,0,0,.0006000000284985,1,.044,1.2,1.244,.00048231514,1,.44047618,1,.99783802,.96463025,0,13440000,800,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,1820,227.5,460
HID562166,21,1,0,0,1,.4416,1,Plain,0,2,2,0,0,0,0,.0015999999595806,1,.075,.41,.48500001,.0032989688,1,0,0,.928442,.84536082,1,4743000,930,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,1,233,29.125,107
HID562188,10,1,1,1,1,.0054,1,Mountain,1,2,1,0,0,0,0,,0,.0189,,.0189,,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,1,0,690,86.25,450
HID562256,5,1,1,1,1,.9535,1,Mountain,0,2,1,0,0,0,0,.003000000026077,1,.05,.95,1,.003,1,0,0,.99632931,.94999999,1,4400000,1100,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,428,53.5,88
HID562476,3,1,0,0,1,.0014,1,Plain,0,3,1,0,0,0,0,.0005000000237487,1,.2,,.2,.0025000002,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,840,105,180
HID562485,5,,,,,.201,1,Mountain,0,1,1,0,0,0,0,,0,.04,,.039999999,,1,0,0,.99502486,5,1,660000,1100,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,960,120,168
HID562509,5,1,1,1,1,1.9039,1,Mountain,0,3,2,0,0,0,0,.0024000001139939,1,.02,1.65,1.67,.0014371258,1,.37234041,1,.99795157,1.1377246,0,11280000,1200,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,1032,129,178
HID562537,18,1,0,0,1,.0616,1,Coastal,1,2,2,0,0,0,0,.0006000000284985,1,.06,.06,.12,.0050000004,1,0,0,.97402596,.5,1,1049400,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,2160,270,720
HID562551,2,,,,,2,1,Tonle Sap,0,2,2,1,0,0,0,,0,.002,,.0020000001,,1,.40000001,1,1,999.99994,0,12000000,600,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,360,45,90
HID562668,,1,0,0,1,.0012,1,,1,1,0,0,0,0,0,.0012000000569969,1,.05,,.050000001,.024,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,72,9,72
HID562693,25,,,,,5,1,Plain,0,3,1,1,0,0,0,,0,.0126,5,5.0125999,,0,,,,,0,,,1,0,2,0,,,,,,,,,,,.40000001,.39899454,0,,,0,1,1,0,0,1500,187.5,265
HID562756,14,1,1,1,1,.5562,1,Plain,0,2,2,0,0,0,0,.0012000000569969,1,.045,.3,.345,.0034782609,1,0,0,.98885292,1.5942029,1,930000,930,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,1,2040,255,540
HID562782,1,1,1,1,1,7.0146,1,Tonle Sap,1,1,0,0,0,0,0,.0041999998502433,1,.08,7,7.0799999,.00059322035,1,.5,1,.28511959,.28248587,0,1800000,900,0,,,,,,,,,,,,,,,,0,,,0,0,1,1,0,1850,231.25,310
HID562804,1,1,0,0,1,4.1016,1,Tonle Sap,0,1,1,0,0,0,0,.0015999999595806,1,.2,4,4.1999998,.00038095238,1,.40000001,1,.4876146,.47619051,0,7000000,700,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,110,13.75,40
HID562808,7,1,1,1,1,1.0687,1,Coastal,0,1,1,0,0,0,0,.0026000000070781,1,.075,1,1.075,.0024186044,1,.2173913,1,.93571627,.93023252,0,4830000,1050,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,2520,315,720
HID562984,,1,0,0,1,.002,1,,0,2,1,0,0,0,0,.0020000000949949,1,.1,,.1,.020000001,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,290,36.25,290
HID563029,13,1,0,0,1,8.018599999999999,1,Mountain,0,2,2,0,0,0,0,.0006000000284985,1,.0702,8,8.0702,.000074347605,0,,,,,0,,,1,5,8,8000,0,4000,,,,,,0,.5,1,.99768037,.99130136,0,24000000,3000,0,0,0,0,0,2320,290,290
HID563044,17,1,0,1,1,3.5606,1,Tonle Sap,1,2,0,0,0,0,0,.0006000000284985,1,.24,3.1,3.3399999,.00017964073,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,384,48,120
HID563095,11,1,0,1,1,2.031,1,Mountain,1,1,1,0,0,0,0,.0010000000474975,1,.06,,.059999999,.016666668,1,0,0,.98473656,33.333336,1,4250000,850,0,,,,,,,,,,,,,,,,0,,,0,0,0,1,1,2880,360,360
HID563119,15,1,1,1,1,6.5036,1,Tonle Sap,0,2,1,0,0,0,0,.0035999999381602,1,.5,7,7.5,.00047999999,1,.45714286,1,.99944645,.86666667,0,45500000,650,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,6120,765,720
HID563180,3,1,1,1,1,1.1978,1,Plain,0,1,1,0,0,0,0,.0063999998383224,1,.1,1.107,1.207,.0053024027,1,0,0,.8348639,.82850039,1,1080000,900,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,4320,540,720
HID563201,17,1,0,1,1,12.06,1,Tonle Sap,0,2,2,0,0,0,0,.0099999997764826,1,.145,12,12.145,.00082338403,1,.35714287,1,.99502486,.98806089,0,28000000,1000,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,1746,218.25,573
HID563226,1,1,0,0,1,1.5016,1,Tonle Sap,0,2,0,1,0,0,0,.0015999999595806,1,.03,1.5,1.53,.0010457516,1,0,0,.66595632,.65359479,1,2340000,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,1,1,1980,247.5,245
HID563325,8,1,1,1,1,.0271,1,Plain,0,2,1,0,0,0,0,.0006000000284985,1,.032,,.032000002,.018750001,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,1019,127.375,322
HID563381,14,1,1,1,1,1.382,1,Plain,0,2,1,0,0,0,0,.0010000000474975,1,.048,1.38,1.428,.00070028019,1,.14880952,1,.9985528,.96638656,0,4838400,720,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,102,12.75,54
HID563392,14,1,0,0,1,.2024,1,Plain,1,2,0,1,0,0,0,.0020000000949949,1,.04,,.039999999,.050000004,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,1,1,0,2400,300,600
HID563419,17,1,0,0,1,1.0004,1,Tonle Sap,1,1,0,0,0,0,0,.0001999999949476,1,.03,1,1.03,.00019417476,1,0,0,.99960017,.97087383,1,1900000,950,0,,,,,,,,,,,,,,,,0,,,1,0,0,1,0,678,84.75,231
HID563491,8,,,,,.4,1,Plain,1,2,0,0,0,0,0,,0,.025,,.025,,1,0,0,1,16,1,3600000,900,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,1680,210,480
HID563523,15,1,1,1,1,2.0005,1,Tonle Sap,0,1,1,0,0,0,0,.0005000000237487,1,.002,,.0020000001,.25,1,0,0,.99975008,999.99994,1,1440000,900,0,,,,,,,,,,,,,,,,0,,,0,0,1,1,0,260,32.5,65
HID563565,2,,,,,.19,1,Tonle Sap,1,1,0,0,0,0,0,,0,.075,,.075000003,,1,0,0,.84210527,2.1333332,1,900000,900,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,12,1.5,6
HID563570,21,,,,,.2005,1,Plain,0,3,2,0,0,0,0,,0,.03,.2,.23,,1,0,0,.99750626,.86956519,1,1302000,930,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,18,2.25,9
HID563692,2,1,0,0,1,2.406,1,Tonle Sap,0,2,1,0,0,0,0,.25,1,.5,4,4.5,.055555556,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,1620,202.5,270
HID563749,4,1,0,0,1,.2561,1,Tonle Sap,0,2,0,0,0,0,0,.0035999999381602,1,.16,,.16,.022500001,1,0,0,.97618115,1.5625,1,792000,900,1,,,40,0,20,,,,,,0,.5,1,,,0,120000,3000,0,1,1,0,0,252,31.5,66
HID563816,8,1,0,0,1,1.6835,1,Plain,1,3,0,1,1,1,1,.0015000000130385,1,.02,.92,.94,.0015957447,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,1,1,0,0,1,6826,853.25,1082
HID564045,7,1,0,0,1,.2404,1,Coastal,1,0,0,0,0,0,0,.0003999999898952,1,.07,.2,.27000001,.0014814814,1,0,0,.83194673,.74074072,1,510000,1020,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,240,30,60
HID564116,12,1,0,0,1,.0006,1,Phnom Penh,0,2,1,0,0,0,0,.0000999999974738,1,.0289,,.028899999,.0034602075,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,360,45,360
HID564128,1,1,0,0,1,9.259,1,Tonle Sap,0,2,0,1,0,0,0,.0089999996125698,1,.25,9.25,9.5,.00094736839,1,.45238096,1,.97202724,.94736844,0,41160000,980,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,1,1075,134.375,215
HID564265,3,1,0,0,1,15.0806,1,Plain,1,3,1,1,1,1,1,.0006000000284985,1,.09,15,15.09,.000039761431,0,,,,,0,,,1,12.7,12.7,69076,0,35241,,,,,,0,.5101772,1,.84214157,.84161693,0,138152000,2000,1,0,0,0,1,6008,751,601
HID564267,19,1,0,0,1,.2509,1,Mountain,1,1,1,0,0,0,0,.00089999998454,1,.3,,.30000001,.0029999998,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,384,48,372
HID564387,3,1,0,0,1,1.506,1,Plain,0,2,0,0,0,1,0,.003000000026077,1,.1,1.5,1.6,.001875,1,.48333332,1,.99601597,.9375,0,6750000,750,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,18,2.25,6
HID564489,14,1,1,1,1,1.0018,1,Plain,0,2,1,0,0,0,0,.0007999999797903,1,.08,1,1.08,.00074074068,1,0,0,.94829309,.87962961,1,2790000,930,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,1,1164,145.5,424
HID564547,1,1,1,1,1,1.042,1,Tonle Sap,1,2,1,1,0,0,0,.0020000000949949,1,.25,.64,.88999999,.0022471913,1,,,.61420345,.71910113,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,280,35,100
HID564559,14,1,1,1,1,3.006,1,Plain,0,1,1,0,0,0,0,.0060000000521541,1,.12,3,3.1199999,.001923077,1,.3888889,1,.99800402,.96153849,0,18000000,1000,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,1,552,69,84
HID564568,14,,,,,.33,1,Plain,1,1,1,0,0,0,0,,0,2.5,.33,2.8299999,,1,0,0,1,.11660778,1,837000,930,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,720,90,240
HID564575,15,,,,,.6,1,Tonle Sap,0,2,2,0,0,0,0,,0,.0048,.6,.60479999,,1,.21428572,1,1,.99206352,0,1120000,800,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,192,24,48
HID564638,7,1,1,1,1,8.8185,1,Coastal,0,2,2,0,0,0,0,.0044999998062849,1,.42,8.799999999999999,9.2200003,.00048806937,1,.25,1,.56698984,.54229933,0,12600000,1050,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,2610,326.25,435
HID564674,15,1,1,1,1,1.8902,1,Tonle Sap,0,1,0,0,0,0,0,.0006000000284985,1,.4,1.5,1.9,.00031578948,1,0,0,.79356682,.78947371,1,1800000,900,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,357,44.625,182
HID564783,2,1,0,0,1,2.5024,1,Tonle Sap,0,1,1,1,0,0,0,.0024000001139939,1,.03,2.5,2.53,.00094861665,1,.41666666,1,.9990409,.98814231,0,11400000,950,0,,,,,,,,,,,,,,,,0,,,0,1,0,1,0,90,11.25,25
HID565052,3,1,1,1,1,.9906,1,Plain,1,2,0,0,0,0,0,.0006000000284985,1,.022,.99,1.012,.00059288542,1,.39500001,1,.80759138,.79051387,0,8000000,1000,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,889,111.125,191
HID565127,1,,,,,3.84,1,Tonle Sap,0,1,1,0,0,0,0,,0,.038,3.84,3.878,,1,.5,1,1,.99020112,0,11354000,811,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,376,47,104
HID565163,25,1,0,0,1,4.0065,1,Plain,0,2,1,0,0,0,0,.0015000000130385,1,.012,3.8,3.812,.00039349424,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,1,2700,337.5,420
HID565215,11,,,,,4.6,1,Mountain,0,3,1,0,0,0,0,,0,.25,4.5,4.75,,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,12,1.5,12
HID565238,17,1,0,0,1,.0026,1,Tonle Sap,1,1,1,0,0,0,0,.0005000000237487,1,.3,,.30000001,.0016666667,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,666,83.25,148
HID565251,8,1,0,0,1,.2,1,Plain,0,2,1,0,0,0,0,,0,.028,.2,.228,,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,2880,360,720
