hhid,province,zone,area_rice_harvested,qty_rice_harvested
HID606141,25,Plain,0,0
HID606191,10,Mountain,0,0
HID606204,12,Plain,1.7,4900
HID606252,16,Mountain,0,0
HID606255,3,Plain,0,0
HID606418,17,Tonle Sap,2,1500
HID606435,6,Tonle Sap,0,0
HID606537,14,Plain,.67,1150
HID606658,14,Plain,.52,1000
HID606684,2,Tonle Sap,0,0
HID606704,1,Tonle Sap,3,7000
HID606794,6,Tonle Sap,0,0
HID606906,3,Plain,.18,2000
HID607045,4,Tonle Sap,1.6,1500
HID607072,8,Plain,0,0
HID607101,4,Tonle Sap,.5,1000
HID607223,11,Mountain,0,0
HID607249,5,Mountain,.2,780
HID607395,14,Plain,.4,2000
HID607473,21,Plain,.04,200
HID607670,12,Plain,0,0
HID607882,10,Mountain,0,0
HID607944,10,Mountain,0,0
HID607951,9,Coastal,0,0
HID607989,2,Tonle Sap,0,0
HID607993,10,Mountain,1,2000
HID608087,3,Plain,.6,2100
HID608238,3,Plain,0,0
HID608297,7,Coastal,1.05,4500
HID608306,20,Plain,.8,2500
HID608353,2,Tonle Sap,1.5,3500
HID608378,2,Tonle Sap,.5,500
HID608430,13,Mountain,10,13500
HID608471,2,Tonle Sap,0,0
HID608523,7,Coastal,1.34,4075
HID608661,2,Tonle Sap,2,1000
HID608685,25,Plain,0,0
HID608707,15,Tonle Sap,9.699999999999999,10560
HID608803,13,Mountain,11.5,14000
HID608815,6,Tonle Sap,1.4,2000
HID608831,14,Plain,.65,1500
HID608901,1,Tonle Sap,7,20000
HID608915,5,Mountain,.5,1100
HID609001,11,Mountain,5,6500
HID609083,13,Mountain,1,450
HID609157,5,Mountain,.12,750
HID609161,3,Plain,1.5,4800
HID609207,4,Tonle Sap,.4,1026
HID609256,14,Plain,.75,1850
HID609295,22,Tonle Sap,2.32,2000
HID609338,3,Plain,0,0
HID609355,20,Plain,0,0
HID609404,7,Coastal,1.23,3150
HID609425,25,Plain,0,0
HID609505,7,Coastal,.5,1050
HID609641,5,Mountain,1,2000
HID609762,17,Tonle Sap,1,2000
HID609780,14,Plain,.65,1400
HID609789,12,Plain,.6,1200
HID609790,2,Tonle Sap,0,0
HID609839,17,Tonle Sap,0,0
HID609878,14,Plain,.13,350
HID609911,18,Coastal,0,0
HID609922,6,Tonle Sap,0,0
HID609990,5,Mountain,.2,720
HID610030,2,Tonle Sap,0,0
HID610091,16,Mountain,0,0
HID610154,4,Tonle Sap,.165,390
HID610259,8,Plain,5,35000
HID610337,,,6.8,27200
HID610356,3,Plain,1,600
HID610390,1,Tonle Sap,3.88,3000
HID610409,25,Plain,1,2000
HID610428,15,Tonle Sap,0,0
HID610543,3,Plain,1.05,6000
HID610709,3,Plain,3,12000
HID610712,12,Plain,.3,600
HID610720,8,Plain,0,0
HID610722,6,Tonle Sap,1,300
HID610727,8,Plain,0,0
HID610768,15,Tonle Sap,1.5,4000
HID610805,14,Plain,.5,1500
HID610824,1,Tonle Sap,3,5000
HID610871,21,Plain,0,0
HID611031,25,Plain,.12,350
HID611113,8,Plain,.6,2800
HID611141,1,Tonle Sap,3.32,4500
HID611142,5,Mountain,.4,600
HID611187,7,Coastal,.025,90
HID611236,2,Tonle Sap,1,2500
HID611391,21,Plain,.0075,60
HID611404,16,Mountain,0,0
HID611537,2,Tonle Sap,7,25300
HID611541,2,Tonle Sap,6,20000
HID611557,20,Plain,1.5,2400
HID611569,17,Tonle Sap,2,2500
HID611623,3,Plain,2.52,4480
HID611792,,,.4,720
HID611816,14,Plain,0,0
HID611944,14,Plain,.2,1080
HID612057,4,Tonle Sap,.24,1500
HID612123,5,Mountain,.6,1800
HID612128,6,Tonle Sap,1.4,2000
HID612132,1,Tonle Sap,0,0
HID612213,19,Mountain,.25,120
HID612280,3,Plain,.18,1000
HID612446,6,Tonle Sap,4.5,13500
HID612536,5,Mountain,.27,900
HID612634,8,Plain,.7,2500
HID612724,14,Plain,3,4000
HID612726,14,Plain,.5125,8300
HID612742,20,Plain,4.569999999999999,7750
HID612773,6,Tonle Sap,6.8,21000
HID612935,5,Mountain,.7799999999999999,2030
HID612984,10,Mountain,0,0
HID613123,20,Plain,.8,2500
HID613141,14,Plain,.6,1100
HID613225,15,Tonle Sap,.37,1000
HID613244,13,Mountain,9,5000
HID613272,4,Tonle Sap,0,0
HID613360,6,Tonle Sap,1.02,3000
HID613509,20,Plain,1.3,2650
HID613715,14,Plain,0,0
HID613727,6,Tonle Sap,1.5,3000
HID613790,3,Plain,.5,1400
HID613809,4,Tonle Sap,2.07,750
HID614132,3,Plain,2.1,6000
HID614188,5,Mountain,0,0
HID614221,1,Tonle Sap,4,8000
HID614288,7,Coastal,1,1000
HID614289,17,Tonle Sap,0,0
HID614325,14,Plain,1.27,2500
HID614337,21,Plain,1.14,2650
HID614472,2,Tonle Sap,1,3000
HID614579,8,Plain,1.3,12000
HID614940,20,Plain,0,0
HID614993,22,Tonle Sap,3,2000
HID615055,14,Plain,.99,2000
HID615091,3,Plain,1.5,1300
HID615131,3,Plain,.2,560
HID615265,16,Mountain,1.5,3000
HID615376,16,Mountain,.5,300
HID615445,1,Tonle Sap,.2,1000
HID615477,10,Mountain,.5,1500
HID615489,10,Mountain,.5,2000
HID615547,3,Plain,.2861,2000
HID615641,24,Tonle Sap,0,0
HID615680,25,Plain,0,0
HID615683,4,Tonle Sap,1,4000
HID615751,2,Tonle Sap,0,0
HID615776,5,Mountain,1.005,2000
HID615842,7,Coastal,.7,1540
HID615889,1,Tonle Sap,0,0
HID616203,2,Tonle Sap,8,16000
HID616291,3,Plain,0,0
HID616309,21,Plain,.08,500
HID616393,21,Plain,1,3680
HID616554,14,Plain,0,0
HID616603,12,Plain,0,0
HID616639,3,Plain,.8,1000
HID616649,14,Plain,1.1,3600
HID616811,17,Tonle Sap,.15,960
HID616852,17,Tonle Sap,2,8000
HID616959,17,Tonle Sap,0,0
HID616996,4,Tonle Sap,.5,1200
HID617095,18,Coastal,0,0
HID617101,19,Mountain,1,1000
HID617164,25,Plain,0,0
HID617176,20,Plain,0,0
HID617200,17,Tonle Sap,.5,400
HID617308,5,Mountain,.29,800
HID617358,25,Plain,.49,1500
HID617400,12,Plain,0,0
HID617483,7,Coastal,.2116,820
HID617529,20,Plain,1.7,1650
HID617558,5,Mountain,.52,630
HID617697,25,Plain,0,0
HID617837,16,Mountain,0,0
HID617947,24,Tonle Sap,0,0
HID618054,25,Plain,0,0
HID618150,20,Plain,1.4,2000
HID618195,21,Plain,.5,2200
HID618221,2,Tonle Sap,5,9000
HID618315,8,Plain,0,0
HID618368,8,Plain,0,0
HID618466,6,Tonle Sap,.7,1500
HID618566,3,Plain,.2,600
HID618570,14,Plain,.41,1400
HID618597,4,Tonle Sap,.5,3000
HID618679,24,Tonle Sap,0,0
HID618755,1,Tonle Sap,0,0
HID618766,14,Plain,.7,2400
HID618868,18,Coastal,0,0
HID618943,3,Plain,1.75,5500
HID619073,17,Tonle Sap,0,0
HID619089,20,Plain,0,0
HID619147,17,Tonle Sap,2,3500
HID619178,7,Coastal,.29,700
HID619298,4,Tonle Sap,2.59,13000
HID619398,14,Plain,4.2,12000
HID619460,14,Plain,.4,3700
HID619650,1,Tonle Sap,1.64,3000
HID619731,15,Tonle Sap,2,5000
HID619771,7,Coastal,0,0
HID619840,2,Tonle Sap,0,0
HID619898,21,Plain,1.2,5000
HID619970,14,Plain,0,0
HID620022,10,Mountain,1,5000
HID620043,3,Plain,0,0
HID620071,21,Plain,.13,200
HID620095,14,Plain,.8,2500
HID620098,10,Mountain,0,0
HID620144,1,Tonle Sap,1,1000
HID620171,25,Plain,.5,1000
HID620190,1,Tonle Sap,2.36,4500
HID620208,5,Mountain,.5,1100
HID620231,6,Tonle Sap,1.4,2470
HID620428,1,Tonle Sap,0,0
HID620486,3,Plain,.63,2100
HID620492,14,Plain,1.8,2500
HID620497,25,Plain,0,0
HID620575,1,Tonle Sap,2,10000
HID620644,25,Plain,0,0
HID620689,9,Coastal,0,0
HID620705,17,Tonle Sap,.5,1000
HID620777,4,Tonle Sap,.6,1890
HID620829,2,Tonle Sap,.8,1300
HID620836,17,Tonle Sap,0,0
HID620900,7,Coastal,.16,960
HID620968,14,Plain,1.3,6000
HID621072,14,Plain,2,5000
HID621099,8,Plain,2,8000
HID621123,3,Plain,0,0
HID621177,8,Plain,.5,1800
HID621200,5,Mountain,0,0
HID621212,8,Plain,.25,600
HID621239,17,Tonle Sap,0,0
HID621242,20,Plain,2,3500
HID621353,11,Mountain,2,4800
HID621388,14,Plain,1.8,10800
HID621418,6,Tonle Sap,.15,490
HID621438,25,Plain,0,0
HID621507,7,Coastal,.05,380
HID621520,3,Plain,0,0
HID621554,14,Plain,2.53,4000
HID621671,16,Mountain,0,0
HID621703,12,Plain,.6,1010
HID621815,12,Plain,3.05,4300
HID621828,3,Plain,0,0
HID621840,9,Coastal,0,0
HID621868,2,Tonle Sap,1,3500
HID621953,6,Tonle Sap,.8,600
HID621998,20,Plain,2,4000
HID622077,21,Plain,.5,500
HID622159,21,Plain,5,45000
HID622255,5,Mountain,.76,1800
HID622310,,,.5,700
HID622324,15,Tonle Sap,1.4,4000
HID622336,16,Mountain,0,0
HID622515,25,Plain,.74,2400
HID622570,21,Plain,.58,1300
HID622623,5,Mountain,.5,1500
HID622696,10,Mountain,.5,1000
HID623010,3,Plain,0,0
HID623487,21,Plain,0,0
HID623587,5,Mountain,.35,800
HID623619,3,Plain,.8,3430
HID623635,1,Tonle Sap,1.32,2900
HID623830,4,Tonle Sap,0,0
HID623869,21,Plain,0,0
HID624076,8,Plain,.85,1800
HID624171,5,Mountain,.3,780
HID624245,24,Tonle Sap,0,0
HID624344,3,Plain,4.48,14000
HID624356,4,Tonle Sap,.4,870
HID624428,1,Tonle Sap,2,2500
HID624609,14,Plain,4.09,40900
HID624715,11,Mountain,0,0
HID624742,9,Coastal,0,0
HID624779,21,Plain,.15,420
HID624820,21,Plain,7,40000
HID624864,22,Tonle Sap,2,6000
HID624889,2,Tonle Sap,0,0
HID624913,3,Plain,0,0
HID624925,6,Tonle Sap,.4,720
HID624999,2,Tonle Sap,.45,1200
HID625040,4,Tonle Sap,.15,200
HID625041,15,Tonle Sap,2.5,8000
HID625074,7,Coastal,.1296,520
HID625139,17,Tonle Sap,1,1000
HID625191,1,Tonle Sap,0,0
HID625193,10,Mountain,0,0
HID625250,25,Plain,.38,935
HID625276,19,Mountain,2,2800
HID625387,12,Plain,.8,1680
HID625422,21,Plain,1.6,6000
HID625449,17,Tonle Sap,1.4,2000
HID625472,14,Plain,2.3,6000
HID625488,2,Tonle Sap,.8,2800
HID625492,6,Tonle Sap,1.1,5500
HID625517,2,Tonle Sap,2.0569,5000
HID625564,8,Plain,0,0
HID625576,4,Tonle Sap,.75,2940
HID625623,14,Plain,1.1,1625
HID625635,3,Plain,.8,600
HID625680,25,Plain,.5,2300
HID625693,8,Plain,.4,1500
HID625813,8,Plain,.7,2500
HID625909,25,Plain,0,0
HID626035,3,Plain,0,0
HID626131,7,Coastal,.52,1815
HID626295,13,Mountain,2,3500
HID626301,25,Plain,2,6000
HID626362,2,Tonle Sap,.8,2000
HID626504,17,Tonle Sap,.5,300
HID626514,6,Tonle Sap,.03,100
HID626524,14,Plain,.6,5000
HID626535,3,Plain,0,0
HID626543,4,Tonle Sap,1.7202,4000
HID626584,19,Mountain,2,3200
HID626681,4,Tonle Sap,1,2000
HID626684,3,Plain,1,4000
HID626700,17,Tonle Sap,0,0
HID626751,8,Plain,0,0
HID627002,11,Mountain,.5,1200
HID627100,13,Mountain,0,0
HID627141,2,Tonle Sap,0,0
HID627189,14,Plain,.3,1000
HID627296,2,Tonle Sap,1.4,4000
HID627333,8,Plain,1,4000
HID627344,21,Plain,.1,480
HID627478,8,Plain,0,0
HID627543,6,Tonle Sap,.8,200
HID627652,5,Mountain,.32,1000
HID627681,1,Tonle Sap,3.76,8500
HID627719,21,Plain,.3888,2000
HID627761,17,Tonle Sap,0,0
HID627827,7,Coastal,.15,500
HID627833,19,Mountain,3,3200
HID627847,21,Plain,.5,1600
HID627882,2,Tonle Sap,0,0
HID628058,17,Tonle Sap,0,0
HID628239,3,Plain,0,0
HID628248,8,Plain,0,0
HID628256,6,Tonle Sap,1.9,1904
HID628329,5,Mountain,1.2,1200
HID628380,21,Plain,3,7000
HID628413,17,Tonle Sap,.3,630
HID628463,25,Plain,0,0
HID628568,14,Plain,1.3,4000
HID628573,2,Tonle Sap,11,11000
HID628624,17,Tonle Sap,0,0
HID628677,11,Mountain,0,0
HID628755,10,Mountain,.7,3000
HID628919,6,Tonle Sap,.25,150
HID628923,21,Plain,.3,1144
HID629063,14,Plain,1.3,12000
HID629087,7,Coastal,1.18,3300
HID629133,3,Plain,0,0
HID629143,3,Plain,1.5,4000
HID629161,3,Plain,.34,1000
HID629183,5,Mountain,.05,100
HID629202,5,Mountain,0,0
HID629245,20,Plain,3,8000
HID629288,13,Mountain,4.5,5000
HID629400,25,Plain,.6,2100
HID629534,12,Plain,0,0
HID629563,3,Plain,1.25,1760
HID629570,8,Plain,0,0
HID629612,14,Plain,1.8,7000
HID629657,8,Plain,0,0
HID629669,3,Plain,0,0
HID629680,14,Plain,.5,2000
HID629794,6,Tonle Sap,.5,1000
HID629824,5,Mountain,.12,424
HID629842,7,Coastal,1.3,10000
HID629858,5,Mountain,.3,900
HID629871,4,Tonle Sap,.2,1000
HID629891,17,Tonle Sap,3.8,8000
HID629892,20,Plain,.28,800
HID629931,21,Plain,1.5,5000
HID630040,7,Coastal,2.7,4500
HID630050,4,Tonle Sap,16,21000
HID630166,3,Plain,18,80000
HID630230,7,Coastal,.1078,300
HID630276,8,Plain,3.5,15000
HID630304,21,Plain,1.5,10000
HID630341,20,Plain,.5,2500
HID630345,1,Tonle Sap,1,1000
HID630377,14,Plain,2.87,5810
HID630445,1,Tonle Sap,0,0
HID630453,14,Plain,0,0
HID630477,19,Mountain,0,0
HID630519,14,Plain,26,75725
HID630528,8,Plain,0,0
HID630540,7,Coastal,.5,910
HID630638,8,Plain,0,0
HID630650,5,Mountain,.6,1000
HID630749,14,Plain,4,14500
HID630753,19,Mountain,1,800
HID630822,20,Plain,.12,250
HID630951,13,Mountain,5,6500
HID630995,22,Tonle Sap,1,1500
HID631098,5,Mountain,.55,2100
HID631189,24,Tonle Sap,0,0
HID631256,12,Plain,.64,780
HID631286,14,Plain,.6,80
HID631324,20,Plain,.4,700
HID631361,21,Plain,0,0
HID631380,3,Plain,0,0
HID631618,15,Tonle Sap,4,3000
HID631648,20,Plain,.61,1200
HID631787,20,Plain,.7,500
HID631807,3,Plain,0,0
HID631832,8,Plain,.024,200
HID631926,7,Coastal,.6468,1260
HID631927,6,Tonle Sap,0,0
HID631952,21,Plain,.2,500
HID631999,21,Plain,0,0
HID632087,17,Tonle Sap,3,4000
HID632178,17,Tonle Sap,2,1500
HID632343,3,Plain,.3,780
HID632346,6,Tonle Sap,0,0
HID632449,6,Tonle Sap,.16,420
HID632506,21,Plain,.17,990
HID632627,15,Tonle Sap,.89,3500
HID632680,5,Mountain,3.93,6200
HID632929,15,Tonle Sap,0,0
HID633085,6,Tonle Sap,.47,520
HID633219,25,Plain,1,2500
HID633256,7,Coastal,.8011999999999999,1060
HID633402,7,Coastal,.35,2250
HID633493,4,Tonle Sap,1.35,3790
HID633543,4,Tonle Sap,.67,1300
HID633626,11,Mountain,0,0
HID633674,7,Coastal,1,2800
HID633768,5,Mountain,.25,700
HID633823,14,Plain,1.2,4000
HID633888,9,Coastal,0,0
HID633900,14,Plain,.5,3500
HID633929,17,Tonle Sap,2,800
HID634017,21,Plain,.4,2000
HID634120,15,Tonle Sap,2.5,10000
HID634144,14,Plain,3.8,10000
HID634201,21,Plain,.25,600
HID634204,13,Mountain,2.5,2000
HID634304,17,Tonle Sap,1,1500
HID634330,1,Tonle Sap,3.24,10000
HID634336,10,Mountain,3,3000
HID634433,8,Plain,0,0
HID634473,3,Plain,0,0
HID634501,21,Plain,.6,1500
HID634614,14,Plain,.45,1200
HID634768,10,Mountain,1,3000
HID634821,2,Tonle Sap,0,0
HID634822,6,Tonle Sap,.4,1800
HID635001,25,Plain,.375,600
HID635012,4,Tonle Sap,12,72000
HID635019,3,Plain,0,0
HID635041,10,Mountain,0,0
HID635058,12,Plain,.3,480
HID635115,25,Plain,0,0
HID635131,1,Tonle Sap,0,0
HID635292,17,Tonle Sap,0,0
HID635441,17,Tonle Sap,0,0
HID635541,5,Mountain,.42,1890
HID635562,17,Tonle Sap,7,18000
HID635621,8,Plain,.2716,1400
HID635625,5,Mountain,1,2300
HID635735,17,Tonle Sap,1,1500
HID635852,7,Coastal,.43,600
HID636035,21,Plain,1.5,3000
HID636050,5,Mountain,1,2300
HID636094,21,Plain,1,1000
HID636176,6,Tonle Sap,2.2,5000
HID636192,2,Tonle Sap,1,6000
HID636197,17,Tonle Sap,7,8500
HID636209,4,Tonle Sap,1.8,3100
HID636295,4,Tonle Sap,1.7,2450
HID636358,5,Mountain,.55,700
HID636403,8,Plain,0,0
HID636567,21,Plain,.82,12350
HID636583,14,Plain,.9,7500
HID636597,5,Mountain,.5,1810
HID636768,11,Mountain,0,0
HID636781,20,Plain,2.3,4200
HID636889,19,Mountain,1.5,1750
HID636925,1,Tonle Sap,1.5,4000
HID637035,5,Mountain,1.9,3100
HID637055,5,Mountain,.404,1300
HID637065,7,Coastal,1.7,4000
HID637116,20,Plain,0,0
HID637230,21,Plain,.3,720
HID637280,8,Plain,0,0
HID637302,3,Plain,.5,700
HID637448,22,Tonle Sap,1,1500
HID637471,7,Coastal,1.6,4400
HID637476,1,Tonle Sap,.15,1000
HID637536,5,Mountain,.5,1000
HID637623,9,Coastal,0,0
HID637636,7,Coastal,0,0
HID637662,9,Coastal,0,0
HID637679,3,Plain,0,0
HID637752,1,Tonle Sap,6,10000
HID637798,19,Mountain,0,0
HID637830,25,Plain,0,0
HID637841,16,Mountain,.6,1190
HID637934,4,Tonle Sap,.12,360
HID638120,1,Tonle Sap,1.8,2000
HID638209,23,Coastal,0,0
HID638224,14,Plain,4.65,6000
HID638289,2,Tonle Sap,0,0
HID638304,15,Tonle Sap,1,2000
HID638324,4,Tonle Sap,.11,900
HID638327,3,Plain,1.18,3500
HID638397,21,Plain,0,0
HID638561,21,Plain,.5,1100
HID638600,9,Coastal,0,0
HID638632,3,Plain,0,0
HID638650,24,Tonle Sap,0,0
HID638662,8,Plain,0,0
HID638715,14,Plain,3.3,13500
HID638728,3,Plain,0,0
HID638745,8,Plain,0,0
HID638880,14,Plain,4,20000
HID638923,21,Plain,1.43,1800
HID639041,,,0,0
HID639099,13,Mountain,0,0
HID639137,6,Tonle Sap,0,0
HID639213,3,Plain,.8,1500
HID639239,5,Mountain,.4,1000
HID639344,14,Plain,1.3,3000
HID639391,13,Mountain,2,2000
HID639419,21,Plain,7.6,48000
HID639450,10,Mountain,2,4000
HID639455,2,Tonle Sap,.32,1000
HID639468,25,Plain,0,0
HID639488,2,Tonle Sap,2,8500
HID639537,3,Plain,0,0
HID639640,8,Plain,.9,4000
HID639690,17,Tonle Sap,.6,1500
HID639836,25,Plain,0,0
HID640014,14,Plain,2,5000
HID640070,5,Mountain,0,0
HID640148,14,Plain,2,7000
HID640230,21,Plain,.1,400
HID640368,14,Plain,10,50000
HID640393,7,Coastal,.77,2000
HID640555,2,Tonle Sap,0,0
HID640598,23,Coastal,0,0
HID640630,8,Plain,1,2000
HID640632,25,Plain,.8,2000
HID640788,5,Mountain,.5600000000000001,900
HID640810,8,Plain,.3,3000
HID640928,21,Plain,.99,2300
HID641050,18,Coastal,1.7,4200
HID641109,8,Plain,.3,400
HID641124,15,Tonle Sap,5,20000
HID641126,15,Tonle Sap,.5,1000
HID641170,8,Plain,0,0
HID641220,3,Plain,.6,700
HID641417,8,Plain,.5,500
HID641489,4,Tonle Sap,1.8,5400
HID641499,14,Plain,.6,1575
HID641503,1,Tonle Sap,0,0
HID641615,16,Mountain,.5,400
HID641699,2,Tonle Sap,0,0
HID641734,25,Plain,1.65,1000
HID641745,3,Plain,.5,800
HID641770,7,Coastal,2.51,3750
HID641992,2,Tonle Sap,1,2500
HID641993,14,Plain,.51,2000
HID642037,17,Tonle Sap,2.7,10000
HID642082,8,Plain,1.9,5500
HID642155,1,Tonle Sap,3,6000
HID642216,21,Plain,0,0
HID642334,8,Plain,0,0
HID642354,1,Tonle Sap,7,14000
HID642370,6,Tonle Sap,0,0
HID642376,7,Coastal,1.85,4076
HID642394,1,Tonle Sap,2.12,2000
HID642419,7,Coastal,.5,900
HID642421,3,Plain,0,0
HID642557,21,Plain,.1,500
HID642631,22,Tonle Sap,1.5,900
HID642638,12,Plain,.2,600
HID642764,21,Plain,.5,1000
HID642870,13,Mountain,0,0
HID642975,10,Mountain,.9589,1000
HID643017,4,Tonle Sap,.3,500
HID643073,25,Plain,.34,770
HID643256,17,Tonle Sap,2,1700
HID643411,5,Mountain,.35,400
HID643453,3,Plain,0,0
HID643565,4,Tonle Sap,0,0
HID643638,7,Coastal,0,0
HID643874,21,Plain,1,10000
HID643882,6,Tonle Sap,.25,480
HID643906,13,Mountain,4,2000
HID644012,17,Tonle Sap,0,0
HID644084,3,Plain,1.5,4900
HID644123,7,Coastal,.7000000000000001,1350
HID644197,21,Plain,0,0
HID644216,8,Plain,.3,1300
HID644389,8,Plain,0,0
HID644468,20,Plain,2.8,10500
HID644488,1,Tonle Sap,6.5,6000
HID644553,8,Plain,2,7400
HID644627,10,Mountain,0,0
HID645004,1,Tonle Sap,1,1000
HID645115,5,Mountain,.43,3000
HID645213,4,Tonle Sap,0,0
HID645234,25,Plain,.7,1000
HID645332,25,Plain,.57,1000
HID645356,25,Plain,2.25,3000
HID645389,15,Tonle Sap,.5,140
HID645460,4,Tonle Sap,2.5,6000
HID645465,3,Plain,2,7500
HID645518,20,Plain,1,2000
HID645592,4,Tonle Sap,1.5,2500
HID645905,2,Tonle Sap,7.7,34000
HID646006,,,1,1000
HID646010,2,Tonle Sap,0,0
HID646016,17,Tonle Sap,1,4200
HID646065,21,Plain,0,0
HID646091,1,Tonle Sap,0,0
HID646117,4,Tonle Sap,.75,700
HID646118,7,Coastal,0,0
HID646156,8,Plain,0,0
HID646175,21,Plain,.79,2730
HID646272,1,Tonle Sap,1,1000
HID646334,8,Plain,.2,1000
HID646413,4,Tonle Sap,.15,600
HID646419,16,Mountain,0,0
HID646439,12,Plain,.0675,244
HID646471,6,Tonle Sap,.35,200
HID646560,1,Tonle Sap,0,0
HID646719,14,Plain,3.4,23400
HID646737,2,Tonle Sap,0,0
HID646825,4,Tonle Sap,0,0
HID646843,14,Plain,.225,600
HID646858,14,Plain,.1,170
HID646917,6,Tonle Sap,4,4500
HID646932,6,Tonle Sap,18,80000
HID646948,17,Tonle Sap,1,3000
HID647088,25,Plain,.48,1500
HID647123,17,Tonle Sap,.1725,1700
HID647237,8,Plain,0,0
HID647274,1,Tonle Sap,0,0
HID647293,5,Mountain,.62,1800
HID647361,18,Coastal,5,11000
HID647469,13,Mountain,4.5,6000
HID647539,7,Coastal,0,0
HID647689,14,Plain,2.13,9700
HID647699,20,Plain,.2,200
HID647800,3,Plain,.5,1000
HID647939,13,Mountain,1.5,2000
HID647953,14,Plain,1,1700
HID647957,10,Mountain,0,0
HID648030,14,Plain,4,12000
HID648061,21,Plain,0,0
HID648092,7,Coastal,0,0
HID648093,3,Plain,0,0
HID648138,2,Tonle Sap,0,0
HID648139,23,Coastal,.31,410
HID648160,5,Mountain,1,1200
HID648181,1,Tonle Sap,3,700
HID648218,16,Mountain,1.5,2100
HID648285,6,Tonle Sap,.76,140
HID648316,1,Tonle Sap,4,16000
HID648427,25,Plain,.78,1000
HID648500,14,Plain,.6,750
HID648515,6,Tonle Sap,2.5,3000
HID648544,5,Mountain,.4,500
HID648581,5,Mountain,1.5,5800
HID648608,14,Plain,.5,420
HID648716,3,Plain,.5,500
HID648729,8,Plain,0,0
HID648760,14,Plain,.95,10000
HID648772,15,Tonle Sap,.27,3000
HID648952,14,Plain,.75,2625
HID648967,25,Plain,.52,500
HID648975,16,Mountain,0,0
HID649047,14,Plain,0,0
HID649069,7,Coastal,1,3500
HID649393,4,Tonle Sap,2,4500
HID649437,14,Plain,1,2500
HID649485,25,Plain,.7,1700
HID649639,5,Mountain,.88,2360
HID649641,4,Tonle Sap,.4,350
HID649703,,,0,0
HID649753,17,Tonle Sap,1,1500
HID649766,22,Tonle Sap,5,7000
HID649783,1,Tonle Sap,0,0
HID649796,2,Tonle Sap,0,0
HID649806,17,Tonle Sap,2,2800
HID649832,14,Plain,1.21,1500
HID649886,25,Plain,.2,1000
HID649935,5,Mountain,.88,3000
HID649954,16,Mountain,0,0
HID649960,6,Tonle Sap,9,10000
HID649999,17,Tonle Sap,0,0
HID650175,4,Tonle Sap,.066,200
HID650269,5,Mountain,.4,1500
HID650300,3,Plain,0,0
HID650364,6,Tonle Sap,0,0
HID650399,10,Mountain,0,0
HID650453,3,Plain,0,0
HID650483,5,Mountain,.3,1050
HID650525,20,Plain,.3,400
HID650532,6,Tonle Sap,0,0
HID650582,3,Plain,.3,1000
HID650638,3,Plain,.3,420
HID650672,2,Tonle Sap,0,0
HID650674,25,Plain,0,0
HID650691,2,Tonle Sap,0,0
HID650893,21,Plain,4,32000
HID650911,14,Plain,0,0
HID650948,14,Plain,1,1500
HID650983,8,Plain,0,0
HID651094,23,Coastal,0,0
HID651146,8,Plain,.15,300
HID651174,12,Plain,0,0
HID651184,21,Plain,.3,1200
HID651198,22,Tonle Sap,.7,400
HID651307,21,Plain,.3,824
HID651359,2,Tonle Sap,9,36000
HID651374,12,Plain,3.75,6300
HID651424,1,Tonle Sap,.9,3000
HID651485,14,Plain,1.2,5300
HID651582,20,Plain,1,2000
HID651619,25,Plain,0,0
HID651657,2,Tonle Sap,0,0
HID651741,25,Plain,2.48,5000
HID651756,21,Plain,1.4,4300
HID651767,7,Coastal,.36,1000
HID651856,12,Plain,0,0
HID651880,7,Coastal,0,0
HID651925,5,Mountain,.14,250
HID652064,8,Plain,0,0
HID652080,23,Coastal,.3,550
HID652155,20,Plain,.95,2500
HID652179,17,Tonle Sap,1,2000
HID652199,8,Plain,0,0
HID652272,25,Plain,0,0
HID652283,6,Tonle Sap,.5,1400
HID652317,4,Tonle Sap,1.9,6850
HID652510,17,Tonle Sap,0,0
HID652547,3,Plain,0,0
HID652568,15,Tonle Sap,1,1000
HID652600,20,Plain,0,0
HID652665,3,Plain,.85,600
HID652848,25,Plain,1.2,5000
HID652869,3,Plain,1.15,3000
HID652897,20,Plain,.96,2650
HID652966,2,Tonle Sap,0,0
HID653166,21,Plain,5,17000
HID653204,21,Plain,.3,240
HID653255,3,Plain,.5,2000
HID653342,10,Mountain,0,0
HID653367,4,Tonle Sap,.0324,200
HID653486,1,Tonle Sap,0,0
HID653616,2,Tonle Sap,0,0
HID653849,17,Tonle Sap,1,2500
HID653921,13,Mountain,1,1000
HID653972,1,Tonle Sap,1.12,2000
HID654006,3,Plain,.5,3000
HID654022,11,Mountain,0,0
HID654026,14,Plain,3,12000
HID654054,20,Plain,0,0
HID654111,21,Plain,.15,200
HID654182,4,Tonle Sap,1.8,7000
HID654200,8,Plain,0,0
HID654381,12,Plain,.6,2100
HID654451,15,Tonle Sap,1,300
HID654683,6,Tonle Sap,.18,300
HID654779,23,Coastal,.645,855
HID654886,21,Plain,.7,2000
HID654970,25,Plain,.6,1000
HID655071,14,Plain,1,3000
HID655106,5,Mountain,.4,960
HID655187,17,Tonle Sap,0,0
HID655189,2,Tonle Sap,0,0
HID655275,3,Plain,1,5000
HID655319,5,Mountain,1,1600
HID655380,8,Plain,0,0
HID655450,23,Coastal,.15,440
