hhid,province,zone,area_rice_harvested,qty_rice_harvested
HID363951,2,Tonle Sap,0,0
HID363987,5,Mountain,.8,3200
HID363994,24,Tonle Sap,0,0
HID364162,3,Plain,0,0
HID364286,25,Plain,.5,1500
HID364537,7,Coastal,.5,600
HID364606,16,Mountain,1,900
HID364857,14,Plain,1.6,700
HID364891,11,Mountain,1.5,3000
HID364927,6,Tonle Sap,1.5,8000
HID364961,4,Tonle Sap,.84,6500
HID365018,2,Tonle Sap,.64,2000
HID365099,20,Plain,1.2,1500
HID365192,21,Plain,2.67,24000
HID365246,25,Plain,0,0
HID365342,10,Mountain,0,0
HID365430,14,Plain,2,8000
HID365442,17,Tonle Sap,0,0
HID365528,2,Tonle Sap,.24,1200
HID365570,21,Plain,2,9500
HID365701,21,Plain,.55,1500
HID365863,3,Plain,0,0
HID365879,25,Plain,2,4000
HID365885,15,Tonle Sap,0,0
HID365979,5,Mountain,2.3,5000
HID366077,8,Plain,0,0
HID366097,4,Tonle Sap,1,10000
HID366133,4,Tonle Sap,.17,800
HID366243,21,Plain,1,1000
HID366276,7,Coastal,.3,1250
HID366353,24,Tonle Sap,0,0
HID366414,21,Plain,18,80000
HID366446,,,0,0
HID366571,25,Plain,0,0
HID366670,7,Coastal,.325,1080
HID366707,13,Mountain,1,700
HID366794,14,Plain,1,3000
HID366832,14,Plain,.7,2000
HID366950,25,Plain,0,0
HID367054,23,Coastal,.15,825
HID367127,2,Tonle Sap,0,0
HID367235,7,Coastal,.6,1000
HID367269,3,Plain,0,0
HID367291,12,Plain,1.05,900
HID367376,4,Tonle Sap,.6899999999999999,1300
HID367417,17,Tonle Sap,1.61,1150
HID367446,11,Mountain,0,0
HID367508,12,Plain,.5,600
HID367509,3,Plain,0,0
HID367517,6,Tonle Sap,.9,1000
HID367519,16,Mountain,0,0
HID367533,24,Tonle Sap,0,0
HID367571,6,Tonle Sap,0,0
HID367575,7,Coastal,.406,1050
HID367588,24,Tonle Sap,0,0
HID367772,25,Plain,0,0
HID367836,22,Tonle Sap,5,12000
HID367896,5,Mountain,.21,630
HID368195,14,Plain,1.28,4725
HID368235,16,Mountain,1.5,1000
HID368246,6,Tonle Sap,.25,288
HID368322,2,Tonle Sap,3,9000
HID368339,23,Coastal,.5,969
HID368459,14,Plain,.7,1700
HID368570,3,Plain,.8,2500
HID368578,22,Tonle Sap,0,0
HID368582,3,Plain,.1,600
HID368681,3,Plain,0,0
HID368812,17,Tonle Sap,.5,500
HID368833,14,Plain,2.25,3800
HID368948,14,Plain,2.5,10000
HID369135,21,Plain,3.6,17000
HID369240,8,Plain,0,0
HID369253,3,Plain,2.7,10000
HID369446,14,Plain,0,0
HID369457,6,Tonle Sap,1.8,720
HID369500,21,Plain,2,5000
HID369794,2,Tonle Sap,12,47000
HID369845,16,Mountain,1,600
HID369878,4,Tonle Sap,0,0
HID369880,2,Tonle Sap,1.64,8000
HID369895,10,Mountain,2,1000
HID369906,,,0,0
HID369970,17,Tonle Sap,1,5400
HID369976,14,Plain,.6,1650
HID370030,2,Tonle Sap,0,0
HID370052,25,Plain,.3,500
HID370078,18,Coastal,.25,500
HID370166,21,Plain,1,2000
HID370188,7,Coastal,0,0
HID370253,14,Plain,.51,1200
HID370314,12,Plain,0,0
HID370315,2,Tonle Sap,.6,1000
HID370400,3,Plain,0,0
HID370428,5,Mountain,0,0
HID370511,25,Plain,.3,1200
HID370575,5,Mountain,.48,1500
HID370748,,,.4,500
HID370781,14,Plain,0,0
HID370798,1,Tonle Sap,1.84,4500
HID370831,7,Coastal,1.48,2200
HID370850,25,Plain,.25,700
HID370883,7,Coastal,2,3200
HID371019,3,Plain,0,0
HID371063,5,Mountain,0,0
HID371112,25,Plain,.5,500
HID371134,2,Tonle Sap,0,0
HID371181,4,Tonle Sap,.61,700
HID371276,7,Coastal,.3,500
HID371473,13,Mountain,3.5,3000
HID371477,8,Plain,.4,2100
HID371711,8,Plain,7,7000
HID371728,5,Mountain,1.5,2500
HID371827,19,Mountain,4,5115
HID371841,3,Plain,3,7500
HID372090,1,Tonle Sap,0,0
HID372172,2,Tonle Sap,0,0
HID372269,8,Plain,.5,1200
HID372293,10,Mountain,.3,600
HID372351,20,Plain,1.79,3500
HID372415,21,Plain,3,28000
HID372446,14,Plain,0,0
HID372517,2,Tonle Sap,0,0
HID372533,2,Tonle Sap,6,13000
HID372649,21,Plain,1.31,2000
HID372684,2,Tonle Sap,0,0
HID372706,1,Tonle Sap,0,0
HID372712,6,Tonle Sap,2,3960
HID372795,7,Coastal,.24,700
HID372848,9,Coastal,2.9,8500
HID373015,22,Tonle Sap,.7,1300
HID373047,6,Tonle Sap,.53,720
HID373054,15,Tonle Sap,18,40000
HID373124,2,Tonle Sap,.48,2000
HID373194,2,Tonle Sap,18,75000
HID373195,14,Plain,.3,1000
HID373269,25,Plain,0,0
HID373319,15,Tonle Sap,0,0
HID373391,11,Mountain,2.7,5900
HID373435,25,Plain,.5,1000
HID373476,10,Mountain,0,0
HID373589,6,Tonle Sap,3,15000
HID373723,21,Plain,9,80000
HID373738,3,Plain,7.5,26000
HID373848,3,Plain,.1,700
HID373867,7,Coastal,2.6,6000
HID374076,14,Plain,0,0
HID374096,25,Plain,.8,2100
HID374127,3,Plain,.4,630
HID374165,,,0,0
HID374282,21,Plain,3,5000
HID374436,11,Mountain,.25,300
HID374471,21,Plain,.6,1000
HID374507,5,Mountain,0,0
HID374532,2,Tonle Sap,4.5,7000
HID374537,2,Tonle Sap,18,20000
HID374541,10,Mountain,0,0
HID374580,1,Tonle Sap,0,0
HID374847,13,Mountain,0,0
HID374856,2,Tonle Sap,.5,2000
HID374883,6,Tonle Sap,0,0
HID374892,16,Mountain,1,500
HID374901,21,Plain,.65,6000
HID374904,15,Tonle Sap,4,19000
HID374948,17,Tonle Sap,1,1000
HID374977,2,Tonle Sap,0,0
HID374989,3,Plain,0,0
HID375205,5,Mountain,.32,896
HID375222,24,Tonle Sap,0,0
HID375239,12,Plain,.31,480
HID375268,12,Plain,.4,1000
HID375402,8,Plain,1,3000
HID375419,17,Tonle Sap,2,2500
HID375497,15,Tonle Sap,0,0
HID375586,25,Plain,0,0
HID375610,15,Tonle Sap,0,0
HID375693,17,Tonle Sap,1.5,1200
HID375816,1,Tonle Sap,.15,2000
HID375916,25,Plain,0,0
HID375961,14,Plain,.8,7000
HID376026,4,Tonle Sap,.21,450
HID376032,7,Coastal,1.48,5000
HID376056,1,Tonle Sap,0,0
HID376286,9,Coastal,0,0
HID376368,14,Plain,1.5,2500
HID376401,14,Plain,17,80000
HID376504,24,Tonle Sap,0,0
HID376519,,,0,0
HID376560,23,Coastal,.5,1800
HID376626,,,.787,1150
HID376726,2,Tonle Sap,1,2500
HID376986,14,Plain,3,15000
HID377022,17,Tonle Sap,0,0
HID377080,25,Plain,0,0
HID377089,7,Coastal,.114,850
HID377113,22,Tonle Sap,3,5000
HID377287,14,Plain,2.2,6000
HID377343,23,Coastal,0,0
HID377362,12,Plain,.5,300
HID377454,1,Tonle Sap,.9,4000
HID377483,2,Tonle Sap,3.4,10000
HID377544,18,Coastal,2,1500
HID377619,2,Tonle Sap,0,0
HID377714,5,Mountain,0,0
HID377986,25,Plain,0,0
HID378034,7,Coastal,.412,1650
HID378246,4,Tonle Sap,1,1000
HID378249,8,Plain,0,0
HID378275,9,Coastal,0,0
HID378290,15,Tonle Sap,0,0
HID378371,2,Tonle Sap,0,0
HID378394,2,Tonle Sap,7.5,14000
HID378470,13,Mountain,.3,900
HID378657,15,Tonle Sap,1.5,7000
HID378683,4,Tonle Sap,0,0
HID378720,20,Plain,3.3,9900
HID378753,13,Mountain,.5,1350
HID378760,1,Tonle Sap,1,2000
HID378959,21,Plain,0,0
HID378997,25,Plain,0,0
HID379163,25,Plain,.8,1300
HID379179,2,Tonle Sap,6,6000
HID379264,2,Tonle Sap,2,3500
HID379296,10,Mountain,0,0
HID379312,21,Plain,0,0
HID379362,17,Tonle Sap,2,2000
HID379371,17,Tonle Sap,2.5,2000
HID379456,2,Tonle Sap,.16,800
HID379575,5,Mountain,.7,1360
HID379604,2,Tonle Sap,5,10000
HID379610,6,Tonle Sap,0,0
HID379747,25,Plain,.9,1200
HID379783,14,Plain,.9399999999999999,2180
HID379816,10,Mountain,0,0
HID379817,15,Tonle Sap,10,30000
HID379829,4,Tonle Sap,10.28,61680
HID379853,14,Plain,.73,2550
HID379941,6,Tonle Sap,.5,1000
HID380067,19,Mountain,0,0
HID380091,2,Tonle Sap,.5,500
HID380189,14,Plain,.015,90
HID380266,14,Plain,0,0
HID380270,15,Tonle Sap,1.5,2800
HID380302,12,Plain,.66,630
HID380309,13,Mountain,3,4200
HID380315,7,Coastal,.3888,1265
HID380759,14,Plain,0,0
HID380774,2,Tonle Sap,0,0
HID380841,8,Plain,0,0
HID380842,15,Tonle Sap,0,0
HID380846,4,Tonle Sap,.06,360
HID380875,12,Plain,0,0
HID380884,3,Plain,0,0
HID380996,3,Plain,.7,1050
HID381001,8,Plain,0,0
HID381042,16,Mountain,1,1500
HID381220,20,Plain,2,18000
HID381307,3,Plain,.8099,2000
HID381328,14,Plain,.58,1750
HID381333,14,Plain,1.2,3000
HID381335,21,Plain,.25,1080
HID381512,6,Tonle Sap,0,0
HID381545,3,Plain,0,0
HID381576,17,Tonle Sap,1.4,6500
HID381577,25,Plain,0,0
HID381580,1,Tonle Sap,8,13000
HID381597,3,Plain,0,0
HID381627,25,Plain,0,0
HID381715,1,Tonle Sap,2.64,1700
HID381720,3,Plain,0,0
HID381765,1,Tonle Sap,1.85,2000
HID382052,3,Plain,.12,350
HID382071,6,Tonle Sap,1.5,4000
HID382094,3,Plain,0,0
HID382108,6,Tonle Sap,0,0
HID382136,20,Plain,3.48,4000
HID382149,18,Coastal,2.5,2500
HID382224,1,Tonle Sap,8,16000
HID382253,24,Tonle Sap,0,0
HID382267,21,Plain,0,0
HID382268,5,Mountain,.01,100
HID382314,25,Plain,.25,700
HID382348,5,Mountain,.45,950
HID382484,2,Tonle Sap,0,0
HID382545,21,Plain,0,0
HID382686,10,Mountain,0,0
HID382721,3,Plain,0,0
HID382804,12,Plain,0,0
HID382894,2,Tonle Sap,5.1,6000
HID382905,14,Plain,1.4,3000
HID382950,21,Plain,0,0
HID382991,17,Tonle Sap,.32,300
HID383060,7,Coastal,3,10000
HID383081,10,Mountain,0,0
HID383091,10,Mountain,1.7,6000
HID383173,1,Tonle Sap,.18,2000
HID383198,3,Plain,0,0
HID383318,17,Tonle Sap,.06,249
HID383384,3,Plain,0,0
HID383387,5,Mountain,2,1000
HID383588,12,Plain,.2,600
HID383694,17,Tonle Sap,0,0
HID383825,,,.8,4000
HID383865,24,Tonle Sap,0,0
HID383991,8,Plain,.2,525
HID384028,20,Plain,.55,1800
HID384117,3,Plain,0,0
HID384179,6,Tonle Sap,0,0
HID384213,21,Plain,.8999999999999999,3000
HID384316,15,Tonle Sap,3,5600
HID384370,21,Plain,2.5,8000
HID384412,20,Plain,1.9,2500
HID384438,18,Coastal,0,0
HID384464,3,Plain,.04,1000
HID384671,25,Plain,0,0
HID384688,25,Plain,0,0
HID384744,20,Plain,.4,1350
HID384756,4,Tonle Sap,.806,2500
HID384813,17,Tonle Sap,1.4,3000
HID385032,14,Plain,.3,1000
HID385107,20,Plain,1.19,3100
HID385108,14,Plain,3.7,7000
HID385174,15,Tonle Sap,1.2,2000
HID385308,17,Tonle Sap,0,0
HID385381,21,Plain,1,2000
HID385384,3,Plain,.65,1200
HID385448,20,Plain,1.2,2310
HID385734,19,Mountain,0,0
HID385772,17,Tonle Sap,0,0
HID385808,21,Plain,.3,1200
HID385839,14,Plain,1.2,600
HID385939,8,Plain,0,0
HID386106,5,Mountain,.5,1200
HID386121,25,Plain,0,0
HID386454,7,Coastal,1.5,1650
HID386486,20,Plain,0,0
HID386550,,,.7,1650
HID386589,14,Plain,.93,9500
HID386597,21,Plain,.5,500
HID386599,3,Plain,0,0
HID386616,13,Mountain,1,900
HID386786,5,Mountain,.8,3750
HID386838,10,Mountain,0,0
HID386912,21,Plain,.7,13500
HID386924,6,Tonle Sap,3.5,840
HID386971,4,Tonle Sap,.3276,800
HID386994,18,Coastal,1.16,3000
HID387077,7,Coastal,0,0
HID387107,7,Coastal,.62,1700
HID387108,8,Plain,.22,715
HID387154,25,Plain,0,0
HID387171,19,Mountain,0,0
HID387211,6,Tonle Sap,5,3000
HID387307,1,Tonle Sap,4,6500
HID387374,16,Mountain,0,0
HID387533,7,Coastal,.6,2000
HID387536,24,Tonle Sap,0,0
HID387560,16,Mountain,2,3600
HID387638,21,Plain,.45,1300
HID387663,3,Plain,.2,900
HID387677,15,Tonle Sap,0,0
HID387694,21,Plain,0,0
HID387752,25,Plain,1,2000
HID387758,19,Mountain,1.45,1350
HID387813,17,Tonle Sap,18,80000
HID387822,3,Plain,1,5000
HID387847,11,Mountain,.5,675
HID387850,8,Plain,0,0
HID387852,8,Plain,0,0
HID387909,13,Mountain,0,0
HID387974,7,Coastal,2.29,4750
HID387986,10,Mountain,0,0
HID388026,21,Plain,1.44,4800
HID388388,22,Tonle Sap,7.5,5500
HID388414,25,Plain,0,0
HID388422,3,Plain,0,0
HID388457,3,Plain,0,0
HID388480,1,Tonle Sap,0,0
HID388495,5,Mountain,1.07,1800
HID388504,7,Coastal,.5184,2010
HID388588,25,Plain,1,2400
HID388745,17,Tonle Sap,0,0
HID388746,20,Plain,1.7,5000
HID388792,14,Plain,.5600000000000001,1500
HID388818,5,Mountain,.52,1500
HID388979,5,Mountain,.3,1000
HID389031,5,Mountain,0,0
HID389067,1,Tonle Sap,2,4000
HID389079,15,Tonle Sap,3,4500
HID389174,3,Plain,0,0
HID389298,16,Mountain,.5,1200
HID389313,8,Plain,2,7500
HID389334,8,Plain,.5,2400
HID389427,8,Plain,.35,1020
HID389440,12,Plain,0,0
HID389462,8,Plain,0,0
HID389592,4,Tonle Sap,.5,1000
HID389615,2,Tonle Sap,0,0
HID389636,25,Plain,1,10000
HID389683,7,Coastal,0,0
HID389718,4,Tonle Sap,.52,1000
HID389720,24,Tonle Sap,0,0
HID389748,20,Plain,0,0
HID389757,14,Plain,0,0
HID389815,25,Plain,.5,450
HID389995,2,Tonle Sap,0,0
HID390062,19,Mountain,0,0
HID390102,17,Tonle Sap,1,1200
HID390112,5,Mountain,.2,480
HID390117,1,Tonle Sap,0,0
HID390268,21,Plain,.5,2000
HID390318,11,Mountain,1,720
HID390365,3,Plain,.2,100
HID390510,15,Tonle Sap,1.1,3000
HID390536,1,Tonle Sap,.5,500
HID390554,7,Coastal,12.48,80000
HID390620,14,Plain,1.8,5400
HID390621,3,Plain,0,0
HID390672,21,Plain,1.5,7000
HID390691,14,Plain,.5,1620
HID390726,21,Plain,.5,1000
HID390748,25,Plain,.6,2000
HID390815,9,Coastal,0,0
HID390976,14,Plain,1,3000
HID391098,1,Tonle Sap,1.16,2000
HID391206,12,Plain,0,0
HID391211,6,Tonle Sap,.5,1000
HID391331,22,Tonle Sap,2.9,6000
HID391392,25,Plain,0,0
HID391500,1,Tonle Sap,0,0
HID391513,8,Plain,0,0
HID391606,20,Plain,0,0
HID391616,14,Plain,.15,1000
HID391655,4,Tonle Sap,1.59,3500
HID391659,7,Coastal,3.5,2000
HID391767,3,Plain,0,0
HID391772,7,Coastal,.39,900
HID391837,25,Plain,.6,2500
HID391962,22,Tonle Sap,5.66,5000
HID391998,6,Tonle Sap,0,0
HID392093,21,Plain,1,1750
HID392122,8,Plain,.225,800
HID392162,20,Plain,1.05,1500
HID392164,14,Plain,1.9,2500
HID392193,1,Tonle Sap,0,0
HID392295,25,Plain,0,0
HID392323,20,Plain,1.95,3650
HID392384,8,Plain,0,0
HID392420,23,Coastal,1.5,13800
HID392567,20,Plain,.59,1500
HID392741,4,Tonle Sap,.33,600
HID392790,24,Tonle Sap,0,0
HID392840,5,Mountain,.88,2000
HID392888,4,Tonle Sap,.75,2000
HID392962,8,Plain,.3,2000
HID392981,8,Plain,0,0
HID392987,25,Plain,1.3,1500
HID393023,10,Mountain,.24,1500
HID393033,13,Mountain,1,3000
HID393039,4,Tonle Sap,.3,500
HID393127,14,Plain,2.4,8000
HID393182,3,Plain,0,0
HID393262,16,Mountain,0,0
HID393263,16,Mountain,1,1000
HID393299,3,Plain,.23,3000
HID393426,2,Tonle Sap,1.44,12000
HID393468,14,Plain,.6,1300
HID393488,6,Tonle Sap,1,1000
HID393565,7,Coastal,1.65,5350
HID393664,21,Plain,.6,1250
HID393876,17,Tonle Sap,0,0
HID393890,12,Plain,.15,600
HID393934,15,Tonle Sap,1.25,2500
HID394110,21,Plain,0,0
HID394139,21,Plain,.4,2000
HID394140,2,Tonle Sap,3,10000
HID394181,3,Plain,0,0
HID394255,1,Tonle Sap,0,0
HID394392,2,Tonle Sap,0,0
HID394419,5,Mountain,.15,650
HID394439,10,Mountain,2,4500
HID394452,16,Mountain,1,3000
HID394478,6,Tonle Sap,1.5,3500
HID394494,3,Plain,1,5600
HID394512,21,Plain,.6,1500
HID394562,12,Plain,0,0
HID394592,21,Plain,.5,3000
HID394651,6,Tonle Sap,3.2,1500
HID394733,22,Tonle Sap,10,25000
HID394748,8,Plain,0,0
HID394800,24,Tonle Sap,0,0
HID394820,1,Tonle Sap,0,0
HID394860,10,Mountain,0,0
HID394881,2,Tonle Sap,.16,500
HID394940,5,Mountain,.4,600
HID395063,20,Plain,0,0
HID395135,5,Mountain,0,0
HID395221,7,Coastal,2.39,5200
HID395234,25,Plain,0,0
HID395322,1,Tonle Sap,1.8,7000
HID395356,21,Plain,.6,4000
HID395416,2,Tonle Sap,2.9,5000
HID395428,3,Plain,0,0
HID395568,2,Tonle Sap,5,8500
HID395648,14,Plain,2,4500
HID395674,20,Plain,0,0
HID395682,14,Plain,1,6000
HID395705,7,Coastal,.3498,825
HID395796,2,Tonle Sap,6,18000
HID395876,2,Tonle Sap,4,13000
HID395908,10,Mountain,0,0
HID395938,6,Tonle Sap,.55,1000
HID396025,14,Plain,3.5,22000
HID396047,3,Plain,0,0
HID396139,8,Plain,0,0
HID396181,4,Tonle Sap,1.4509,3120
HID396239,25,Plain,.17,210
HID396242,17,Tonle Sap,5.13,6000
HID396274,11,Mountain,0,0
HID396444,18,Coastal,.5,350
HID396476,6,Tonle Sap,.7,1200
HID396592,8,Plain,.7,3000
HID396668,23,Coastal,.091,250
HID396759,21,Plain,.14,150
HID396796,8,Plain,0,0
HID396808,7,Coastal,0,0
HID396831,8,Plain,2,2600
HID396948,3,Plain,0,0
HID396976,1,Tonle Sap,0,0
HID397000,20,Plain,.8,1800
HID397119,22,Tonle Sap,5.5,5000
HID397147,25,Plain,0,0
HID397336,1,Tonle Sap,5,6000
HID397450,14,Plain,.42,975
HID397607,5,Mountain,.37,800
HID397651,13,Mountain,5,1050
HID397725,16,Mountain,1,800
HID397798,3,Plain,0,0
HID397919,6,Tonle Sap,1.5,1200
HID398106,2,Tonle Sap,3.62,7500
HID398186,3,Plain,3.52,3000
HID398199,8,Plain,0,0
HID398229,15,Tonle Sap,0,0
HID398264,21,Plain,.5,1000
HID398391,20,Plain,.5,2000
HID398393,5,Mountain,.72,2800
HID398445,24,Tonle Sap,0,0
HID398556,20,Plain,1.5,2500
HID398740,13,Mountain,1,2200
HID398745,14,Plain,2.5,5000
HID398782,21,Plain,1.47,3500
HID398903,14,Plain,.3,700
HID399187,6,Tonle Sap,1,2900
HID399199,2,Tonle Sap,.48,1000
HID399282,15,Tonle Sap,0,0
HID399382,23,Coastal,.529,1100
HID399426,1,Tonle Sap,0,0
HID399546,2,Tonle Sap,7,7000
HID399554,3,Plain,.61,1500
HID399686,3,Plain,2,3000
HID399717,1,Tonle Sap,1.82,3000
HID399747,4,Tonle Sap,0,0
HID399903,14,Plain,1.5,3500
HID400010,15,Tonle Sap,.7,1000
HID400049,3,Plain,.41,500
HID400150,21,Plain,.5,2000
HID400283,2,Tonle Sap,2,1500
HID400375,21,Plain,.24,400
HID400399,3,Plain,.8,1050
HID400482,14,Plain,1.59,2000
HID400642,5,Mountain,.3,500
HID400648,25,Plain,0,0
HID400757,7,Coastal,1.42,3200
HID400766,21,Plain,.4,1200
HID400810,1,Tonle Sap,2.4,4000
HID400852,2,Tonle Sap,0,0
HID400883,20,Plain,1.34,5000
HID400966,25,Plain,0,0
HID400985,10,Mountain,4,10000
HID401121,24,Tonle Sap,0,0
HID401127,6,Tonle Sap,.5,800
HID401146,23,Coastal,0,0
HID401160,14,Plain,1.18,2500
HID401166,6,Tonle Sap,3,18000
HID401169,1,Tonle Sap,1.2,1000
HID401184,8,Plain,.12,400
HID401227,8,Plain,0,0
HID401372,22,Tonle Sap,8,12000
HID401410,14,Plain,3.03,21000
HID401498,20,Plain,0,0
HID401522,12,Plain,0,0
HID401585,15,Tonle Sap,0,0
HID401593,25,Plain,0,0
HID401669,22,Tonle Sap,7,5000
HID401842,21,Plain,1,2000
HID401875,4,Tonle Sap,.3,450
HID401962,14,Plain,3.3,2500
HID402016,19,Mountain,1.5,1000
HID402032,5,Mountain,.7,2800
HID402077,17,Tonle Sap,1,1500
HID402113,15,Tonle Sap,.85,2500
HID402154,16,Mountain,1,1000
HID402319,8,Plain,1.4,7000
HID402346,21,Plain,1,10850
HID402353,2,Tonle Sap,5.5,9000
HID402356,4,Tonle Sap,.5,800
HID402420,12,Plain,0,0
HID402449,6,Tonle Sap,.3,720
HID402462,3,Plain,0,0
HID402485,25,Plain,0,0
HID402487,3,Plain,0,0
HID402528,15,Tonle Sap,3,3000
HID402679,10,Mountain,.45,2475
HID402718,5,Mountain,3.5,4180
HID402734,2,Tonle Sap,0,0
HID402760,17,Tonle Sap,0,0
HID402811,5,Mountain,1.5,3000
HID402984,1,Tonle Sap,6,10000
HID403057,17,Tonle Sap,.5,500
HID403069,7,Coastal,.8,2000
HID403100,5,Mountain,2.5,3200
HID403288,20,Plain,1.36,3000
HID403364,15,Tonle Sap,4.75,4130
HID403376,25,Plain,.8,4800
HID403433,12,Plain,.25,375
HID403462,18,Coastal,0,0
HID403527,10,Mountain,0,0
HID403557,25,Plain,1,2000
HID403666,24,Tonle Sap,0,0
HID403716,14,Plain,1.7,6500
HID403730,1,Tonle Sap,1,12000
HID403796,14,Plain,1.6,3000
HID403876,2,Tonle Sap,0,0
HID403929,17,Tonle Sap,0,0
HID403960,6,Tonle Sap,.47,1500
HID404068,4,Tonle Sap,2.7499,9000
HID404216,15,Tonle Sap,.2,1000
HID404358,15,Tonle Sap,.9,2000
HID404461,8,Plain,0,0
HID404659,14,Plain,0,0
HID404720,5,Mountain,0,0
HID404805,9,Coastal,.5,800
HID404886,21,Plain,2,13000
HID404927,6,Tonle Sap,.3,250
HID404993,14,Plain,0,0
HID405094,25,Plain,.2,350
HID405213,2,Tonle Sap,0,0
HID405216,3,Plain,0,0
HID405218,2,Tonle Sap,4,4000
HID405241,11,Mountain,0,0
HID405243,14,Plain,1.52,3800
HID405287,5,Mountain,.42,700
HID405329,20,Plain,1,2500
HID405359,3,Plain,0,0
HID405402,9,Coastal,0,0
HID405443,7,Coastal,7,56000
HID405525,25,Plain,0,0
HID405639,13,Mountain,0,0
HID405642,6,Tonle Sap,.9,1450
HID405674,10,Mountain,1,3000
HID405693,14,Plain,1.5,13200
HID405694,3,Plain,0,0
HID405755,15,Tonle Sap,2,3000
HID405843,14,Plain,.2875,1500
HID405849,8,Plain,.2,1500
HID405851,25,Plain,0,0
HID405864,5,Mountain,.8,2000
HID405927,12,Plain,0,0
HID405970,3,Plain,.5600000000000001,2400
HID406082,10,Mountain,0,0
HID406316,7,Coastal,1.5,3000
HID406701,21,Plain,.35,650
HID406795,1,Tonle Sap,0,0
HID406867,9,Coastal,0,0
HID406917,3,Plain,0,0
HID406959,12,Plain,.3,600
HID407055,20,Plain,2.07,6050
HID407074,3,Plain,.9,1500
HID407086,2,Tonle Sap,5.5,10500
HID407096,2,Tonle Sap,3,9000
HID407127,2,Tonle Sap,1.99,6000
HID407219,3,Plain,0,0
HID407261,14,Plain,2.5,20000
HID407297,21,Plain,1.7,5000
HID407333,14,Plain,3.3,9600
HID407401,14,Plain,1.6,1000
HID407419,,,0,0
HID407565,20,Plain,8,20900
HID407566,14,Plain,.2,1000
HID407569,21,Plain,.32,1200
HID407749,25,Plain,0,0
HID407764,20,Plain,1.2,5000
HID407772,21,Plain,.6,1500
HID407869,14,Plain,.25,4000
HID407871,20,Plain,1.08,1632
HID407873,17,Tonle Sap,0,0
HID407899,2,Tonle Sap,3,4000
HID408164,18,Coastal,0,0
HID408208,25,Plain,0,0
HID408370,13,Mountain,2,2500
HID408431,6,Tonle Sap,0,0
HID408762,17,Tonle Sap,0,0
HID408771,1,Tonle Sap,26,20000
HID408828,8,Plain,1,4000
HID408853,10,Mountain,0,0
HID408982,17,Tonle Sap,1,500
HID409036,1,Tonle Sap,0,0
HID409073,9,Coastal,0,0
HID409080,21,Plain,1.5,3000
HID409193,21,Plain,.1,390
HID409216,20,Plain,.72,2000
HID409345,7,Coastal,3.35,5250
HID409352,8,Plain,0,0
HID409489,10,Mountain,0,0
HID409507,14,Plain,0,0
HID409694,7,Coastal,.96,2650
HID409722,22,Tonle Sap,1,1000
HID409944,20,Plain,1.5,3000
HID409947,2,Tonle Sap,.32,1200
HID410041,1,Tonle Sap,3,8500
HID410069,2,Tonle Sap,2,1000
HID410113,12,Plain,.095,800
HID410155,14,Plain,1.2,4000
HID410191,20,Plain,.38,1500
HID410628,20,Plain,0,0
HID410670,2,Tonle Sap,0,0
HID410742,25,Plain,.2,1000
HID410799,23,Coastal,.35,1100
HID410985,18,Coastal,0,0
HID411075,25,Plain,1.5,3370
HID411100,2,Tonle Sap,0,0
HID411230,14,Plain,0,0
HID411276,5,Mountain,.27,300
HID411296,20,Plain,1.1,675
HID411397,17,Tonle Sap,0,0
HID411467,12,Plain,0,0
HID411672,12,Plain,0,0
HID411841,,,0,0
HID411974,12,Plain,.2,210
HID412021,15,Tonle Sap,.3,350
HID412030,7,Coastal,0,0
HID412068,13,Mountain,0,0
HID412107,10,Mountain,.4,1000
HID412165,5,Mountain,.88,3000
HID412410,4,Tonle Sap,1,900
HID412446,6,Tonle Sap,5.6,11200
HID412447,1,Tonle Sap,.8,300
HID412506,6,Tonle Sap,2.2,4000
HID412548,8,Plain,0,0
HID412743,2,Tonle Sap,4,1500
HID412869,12,Plain,0,0
HID413047,14,Plain,.19,180
HID413105,17,Tonle Sap,2,1500
HID413135,21,Plain,.95,3750
HID413167,15,Tonle Sap,.08,600
HID413170,22,Tonle Sap,0,0
HID413231,4,Tonle Sap,.7999000000000001,600
HID413308,7,Coastal,1.4972,5200
HID413413,17,Tonle Sap,6,12000
HID413476,2,Tonle Sap,1.2,2000
HID413911,10,Mountain,1,1500
HID414157,7,Coastal,.17,840
HID414220,14,Plain,1,2500
HID414261,14,Plain,1,4000
HID414281,3,Plain,.21,1000
HID414304,17,Tonle Sap,1,3500
HID414322,14,Plain,1.4,9000
HID414384,16,Mountain,.5,700
HID414439,4,Tonle Sap,1.1,2100
HID414480,21,Plain,0,0
HID414502,14,Plain,.9,2000
HID414550,15,Tonle Sap,3,7000
HID414619,25,Plain,.16,800
HID414677,7,Coastal,.3,1060
HID414915,8,Plain,.4,1500
HID414975,3,Plain,0,0
HID415029,20,Plain,2.7,5000
HID415058,12,Plain,.4,1400
HID415128,20,Plain,.2,350
HID415192,22,Tonle Sap,1,1000
HID415311,6,Tonle Sap,.25,630
HID415366,16,Mountain,2,1500
HID415532,3,Plain,1.4,3500
HID415652,25,Plain,.6,1800
HID415728,2,Tonle Sap,3.0999,4000
HID415855,7,Coastal,.3025,1040
HID415877,25,Plain,.7,400
HID416010,13,Mountain,0,0
